Linux 4.18.0-553.144.1.el8_10.x86_64 (g-test-poc-1) 	07/17/26 	_x86_64_	(4 CPU)

14:07:09     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
14:07:10     all    4.51    0.00    3.26    0.25    1.00    0.50    0.00    0.00    0.00   90.48
14:07:11     all    3.55    0.00    2.28    0.76    0.00    0.25    0.00    0.00    0.00   93.15
14:07:12     all    3.53    0.00    2.27    0.76    1.01    0.50    0.00    0.00    0.00   91.94
14:07:13     all    3.51    0.00    3.26    0.50    0.25    0.50    0.25    0.00    0.00   91.73
14:07:14     all    3.76    0.00    2.26    0.25    0.75    0.25    0.25    0.00    0.00   92.48
14:07:15     all    2.77    0.00    2.77    0.76    0.50    0.76    0.00    0.00    0.00   92.44
14:07:16     all    4.03    0.00    2.52    0.76    0.50    0.25    0.00    0.00    0.00   91.94
14:07:17     all    3.76    0.00    2.26    0.50    0.75    0.50    0.00    0.00    0.00   92.23
14:07:18     all    3.29    0.00    2.53    0.76    0.51    0.25    0.25    0.00    0.00   92.41
14:07:19     all    3.00    0.00    2.75    1.00    0.75    0.75    0.25    0.00    0.00   91.50
14:07:20     all    2.80    0.00    2.04    0.00    0.51    0.25    0.00    0.00    0.00   94.40
14:07:21     all    3.75    0.00    2.50    1.00    0.50    0.50    0.00    0.00    0.00   91.75
14:07:22     all    3.78    0.00    2.27    0.76    0.50    0.50    0.00    0.00    0.00   92.19
14:07:23     all    2.78    0.00    2.27    0.51    0.51    0.00    0.00    0.00    0.00   93.94
14:07:24     all    3.27    0.00    2.27    0.76    0.50    0.76    0.00    0.00    0.00   92.44
14:07:25     all    3.49    0.00    3.24    1.00    0.75    0.50    0.00    0.00    0.00   91.02
14:07:26     all    2.77    0.00    2.27    0.76    0.50    0.25    0.25    0.00    0.00   93.20
14:07:27     all    3.29    0.00    2.28    0.51    0.76    0.51    0.00    0.00    0.00   92.66
14:07:28     all    4.00    0.00    3.00    0.50    0.50    0.50    0.00    0.00    0.00   91.50
14:07:29     all    3.30    0.00    2.03    0.76    0.51    0.25    0.00    0.00    0.00   93.15
14:07:30     all    3.71    0.00    3.22    0.50    0.99    0.50    0.25    0.00    0.00   90.84
14:07:31     all    3.27    0.00    2.77    0.76    0.00    0.50    0.25    0.00    0.00   92.44
14:07:32     all    3.25    0.00    2.25    0.50    1.00    0.50    0.25    0.00    0.00   92.25
14:07:33     all    3.32    0.00    2.30    0.77    0.26    0.26    0.00    0.00    0.00   93.11
14:07:34     all    3.75    0.00    3.25    0.50    0.75    0.75    0.00    0.00    0.00   91.00
14:07:35     all    3.28    0.00    2.27    0.25    0.76    0.00    0.00    0.00    0.00   93.43
14:07:36     all    3.76    0.00    2.76    0.75    0.25    0.50    0.00    0.00    0.00   91.98
14:07:37     all    3.76    0.00    2.51    0.50    1.00    0.50    0.00    0.00    0.00   91.73
14:07:38     all    2.78    0.00    2.28    0.51    0.25    0.51    0.00    0.00    0.00   93.67
14:07:39     all    3.51    0.00    3.26    0.75    0.75    0.50    0.25    0.00    0.00   90.98
14:07:40     all    3.31    0.00    1.78    0.51    0.51    0.25    0.00    0.00    0.00   93.64
14:07:41     all    3.48    0.00    2.74    0.75    0.75    0.75    0.00    0.00    0.00   91.54
14:07:42     all    3.73    0.00    3.73    0.75    0.75    0.50    0.50    0.00    0.00   90.05
14:07:43     all    3.30    0.00    2.54    0.25    0.25    0.25    0.25    0.00    0.00   93.15
14:07:44     all    5.84    0.00    5.08    0.76    1.02    0.76    0.00    0.00    0.00   86.55
14:07:45     all    4.24    0.00    2.74    1.00    1.00    0.50    0.00    0.00    0.00   90.52
14:07:46     all    3.05    0.00    2.79    0.25    0.25    0.51    0.00    0.00    0.00   93.15
14:07:47     all    3.29    0.00    1.77    0.76    0.76    0.25    0.25    0.00    0.00   92.91
14:07:48     all    3.75    0.00    3.25    1.00    0.75    1.00    0.00    0.00    0.00   90.25
14:07:49     all    3.05    0.00    2.29    0.25    0.25    0.00    0.00    0.00    0.00   94.15
14:07:50     all    3.27    0.00    2.02    0.76    1.01    0.50    0.00    0.00    0.00   92.44
14:07:51     all    3.77    0.00    3.27    0.50    0.75    0.50    0.25    0.00    0.00   90.95
14:07:52     all    3.02    0.00    2.27    1.01    0.25    0.50    0.25    0.00    0.00   92.70
14:07:53     all    4.05    0.00    4.05    0.00    0.76    0.51    0.25    0.00    0.00   90.38
14:07:54     all    4.22    0.00    2.98    0.99    0.99    0.50    0.00    0.00    0.00   90.32
14:07:55     all    3.55    0.00    2.79    0.76    0.25    0.25    0.00    0.00    0.00   92.39
14:07:56     all    3.24    0.00    2.99    0.50    0.75    0.75    0.00    0.00    0.00   91.77
14:07:57     all    3.29    0.00    3.04    0.51    0.76    0.25    0.00    0.00    0.00   92.15
14:07:58     all    3.05    0.00    2.28    0.51    0.25    0.51    0.00    0.00    0.00   93.40
14:07:59     all    3.24    0.00    2.99    1.00    0.75    0.50    0.25    0.00    0.00   91.27
14:08:00     all    3.81    0.00    2.54    0.25    0.76    0.51    0.00    0.00    0.00   92.13
14:08:01     all    3.49    0.00    2.74    0.75    0.50    0.25    0.25    0.00    0.00   92.02
14:08:02     all    3.54    0.00    2.03    0.51    0.76    0.76    0.25    0.00    0.00   92.15
14:08:03     all    3.52    0.00    2.76    1.01    0.50    0.25    0.00    0.00    0.00   91.96
14:08:04     all    3.02    0.00    2.27    0.25    0.50    0.50    0.25    0.00    0.00   93.20
14:08:05     all    3.03    0.00    2.53    0.51    0.76    0.25    0.00    0.00    0.00   92.93
14:08:06     all    4.02    0.00    2.76    0.75    0.50    0.75    0.00    0.00    0.00   91.21
14:08:07     all    3.78    0.00    2.02    0.25    0.50    0.25    0.00    0.00    0.00   93.20
14:08:08     all    3.02    0.00    3.02    1.01    0.76    0.25    0.00    0.00    0.00   91.94
