ts_ns,query_type,latency_ms
1783033340414969762,select,11.982
1783033340431036200,update,22.562
1783033340562686118,select,8.083
1783033340578801272,update,9.028
1783033340692712130,select,7.817
1783033340703728177,update,9.102
1783033340817841608,select,8.024
1783033340829076758,update,8.424
1783033340943233215,select,8.634
1783033340954896346,update,8.889
1783033341068344124,select,9.408
1783033341080583026,update,8.955
1783033341195182641,select,7.111
1783033341205108080,update,9.963
1783033341320144260,select,7.678
1783033341330881274,update,9.335
1783033341445478801,select,7.616
1783033341456507251,update,10.313
1783033341571117491,select,8.441
1783033341582471171,update,8.831
1783033341695547751,select,7.838
1783033341706263372,update,9.383
1783033341821293605,select,7.649
1783033341831763882,update,8.151
1783033341944173586,select,8.462
1783033341955946756,update,7.893
1783033342067952251,select,8.359
1783033342079318088,update,8.651
1783033342194325593,select,8.171
1783033342207867759,update,8.725
1783033342320789553,select,7.332
1783033342331066611,update,8.478
1783033342444731312,select,8.775
1783033342457933152,update,8.327
1783033342571403455,select,7.171
1783033342581514704,update,8.602
1783033342694366590,select,8.361
1783033342705629571,update,8.314
1783033342818111981,select,7.697
1783033342829163564,update,9.633
1783033342943252566,select,7.341
1783033342953316780,update,7.939
1783033343065978362,select,8.390
1783033343077425609,update,7.877
1783033343189853226,select,7.117
1783033343199989070,update,7.931
1783033343312457487,select,7.421
1783033343322993252,update,8.185
1783033343435945730,select,7.192
1783033343446231095,update,8.115
1783033343558443973,select,7.578
1783033343568894265,update,9.652
1783033343682784807,select,7.128
1783033343692873062,update,8.048
1783033343805226134,select,7.239
1783033343815651868,update,7.845
1783033343928061751,select,6.909
1783033343937837565,update,9.857
1783033344052263048,select,7.661
1783033344063409953,update,8.396
1783033344176850875,select,7.367
1783033344187066505,update,8.886
1783033344300960894,select,7.217
1783033344312812279,update,8.964
1783033344426333914,select,6.777
1783033344437003406,update,8.313
1783033344551559872,select,8.210
1783033344563683619,update,8.682
1783033344678255220,select,9.043
1783033344690266874,update,8.182
1783033344803413915,select,7.855
1783033344814941029,update,9.243
1783033344928582225,select,6.970
1783033344938503319,update,8.345
1783033345051916837,select,9.049
1783033345064015279,update,8.339
1783033345177407722,select,7.361
1783033345187745829,update,10.259
1783033345302345672,select,9.017
1783033345314649189,update,8.626
1783033345428100922,select,6.838
1783033345437802644,update,9.449
1783033345552499399,select,9.021
1783033345564398295,update,10.397
1783033345679218942,select,8.592
1783033345690640955,update,8.146
1783033345803324275,select,7.388
1783033345813510879,update,8.139
1783033345927136081,select,8.534
1783033345938948696,update,7.838
1783033346051762757,select,8.023
1783033346063524735,update,9.859
1783033346179479486,select,8.823
1783033346191757785,update,8.578
1783033346305573057,select,7.258
1783033346316975458,update,8.576
1783033346430642613,select,7.314
1783033346441043237,update,8.443
1783033346554084379,select,6.957
1783033346564156429,update,8.484
1783033346676958238,select,8.204
1783033346688941244,update,8.044
1783033346801632873,select,7.950
1783033346812749721,update,9.348
1783033346926112803,select,7.769
1783033346937583388,update,8.695
1783033347051445163,select,7.337
1783033347062488220,update,8.612
1783033347176540623,select,8.359
1783033347188414684,update,8.171
1783033347301071321,select,7.362
1783033347311450080,update,9.343
1783033347425002851,select,8.250
1783033347436419828,update,8.426
1783033347549413874,select,7.915
1783033347560195242,update,9.257
1783033347674596577,select,8.732
1783033347686438702,update,10.051
1783033347801536188,select,8.301
1783033347812898507,update,8.188
1783033347925360740,select,8.485
1783033347937059737,update,8.103
1783033348049536588,select,8.556
1783033348061212452,update,8.219
1783033348174324596,select,8.013
1783033348186196992,update,8.362
1783033348299230358,select,7.738
1783033348310662001,update,9.368
1783033348425327580,select,7.120
1783033348435934176,update,9.021
1783033348550020904,select,7.138
1783033348560087609,update,9.100
1783033348675348131,select,8.428
1783033348687475849,update,8.610
1783033348800412824,select,8.247
1783033348811683095,update,8.569
1783033348925345697,select,8.141
1783033348936382631,update,10.096
1783033349051195154,select,8.885
1783033349063691250,update,8.625
1783033349177303152,select,7.416
1783033349187663498,update,8.209
1783033349300370982,select,7.175
1783033349310424509,update,8.253
1783033349422974630,select,8.312
1783033349434963542,update,8.160
1783033349547322290,select,6.804
1783033349557998292,update,7.683
1783033349670518962,select,7.404
1783033349681555084,update,9.319
