ts_ns,query_type,latency_ms
1783031315513647161,select,9.197
1783031315534327573,update,24.545
1783031315667384934,select,7.327
1783031315678238147,update,11.368
1783031315795676557,select,7.421
1783031315806465202,update,9.050
1783031315919985021,select,7.758
1783031315930839622,update,8.361
1783031316043831160,select,7.166
1783031316054051412,update,8.286
1783031316167577403,select,9.048
1783031316180007937,update,10.168
1783031316295392224,select,7.719
1783031316306397133,update,9.317
1783031316420298715,select,7.372
1783031316430696603,update,9.957
1783031316546044640,select,7.808
1783031316556959098,update,9.031
1783031316670177546,select,8.164
1783031316681791328,update,7.927
1783031316794563125,select,8.362
1783031316806118667,update,9.146
1783031316920890131,select,7.525
1783031316932086520,update,8.692
1783031317045350926,select,8.995
1783031317057457300,update,8.707
1783031317170775484,select,7.562
1783031317181944899,update,7.944
1783031317295469039,select,8.717
1783031317308961593,update,8.106
1783031317422072597,select,8.845
1783031317433993622,update,8.116
1783031317546668495,select,7.245
1783031317557030364,update,7.946
1783031317669554385,select,7.619
1783031317681424030,update,8.895
1783031317795608178,select,7.346
1783031317806357637,update,8.781
1783031317921095594,select,8.918
1783031317933682937,update,7.966
1783031318046498281,select,8.655
1783031318059069594,update,10.026
1783031318175636261,select,8.018
1783031318187187881,update,8.753
1783031318302262336,select,9.023
1783031318315527151,update,8.624
1783031318429479719,select,8.162
1783031318441455205,update,8.372
1783031318555475937,select,7.935
1783031318567170684,update,9.084
1783031318681611948,select,7.694
1783031318692929948,update,8.384
1783031318807109407,select,7.990
1783031318818505916,update,8.415
1783031318931696928,select,7.666
1783031318942591485,update,9.143
1783031319058578493,select,8.196
1783031319070118319,update,8.171
1783031319183768162,select,7.378
1783031319194524972,update,9.877
1783031319308728857,select,7.213
1783031319319142073,update,9.049
1783031319433018056,select,7.289
1783031319443837942,update,9.640
1783031319558563510,select,8.277
1783031319570293394,update,11.140
1783031319686223984,select,8.497
1783031319698017737,update,9.661
1783031319813047327,select,9.048
1783031319825907463,update,8.533
1783031319941423823,select,7.447
1783031319952065122,update,8.091
1783031320066272816,select,7.084
1783031320076839846,update,8.934
1783031320190758494,select,7.689
