Linux 4.18.0-553.129.1.el8_10.x86_64 (g-test-poc-1) 	06/22/26 	_x86_64_	(4 CPU)

14:40:32     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
14:40:33     all    3.77    0.00    2.51    0.50    1.26    0.00    0.75    0.00    0.00   91.21
14:40:34     all    3.02    0.00    1.76    0.50    0.25    0.25    0.00    0.00    0.00   94.21
14:40:35     all    3.00    0.00    2.50    0.75    0.75    0.25    0.00    0.00    0.00   92.75
14:40:36     all    4.70    0.00    3.22    1.98    0.74    0.50    0.25    0.00    0.00   88.61
14:40:37     all    5.33    0.00    3.81    4.82    0.76    0.51    0.00    0.00    0.00   84.77
14:40:38     all    5.50    0.00    4.00    5.00    0.75    0.75    0.00    0.00    0.00   84.00
14:40:39     all    4.22    0.00    2.98    2.98    0.99    0.50    0.74    0.00    0.00   87.59
14:40:40     all    3.55    0.00    2.54    1.02    0.25    0.00    0.00    0.00    0.00   92.64
14:40:41     all    2.97    0.00    2.97    1.24    0.74    0.50    0.25    0.00    0.00   91.34
14:40:42     all    3.02    0.00    2.51    1.26    0.25    0.00    0.00    0.00    0.00   92.96
14:40:43     all    2.53    0.00    2.53    0.51    0.76    0.76    0.00    0.00    0.00   92.91
14:40:44     all    3.47    0.00    2.23    0.74    0.74    0.00    0.00    0.00    0.00   92.80
14:40:45     all    3.02    0.00    3.02    1.51    0.50    0.25    0.76    0.00    0.00   90.93
14:40:46     all    4.24    0.00    2.24    1.25    0.50    0.50    0.25    0.00    0.00   91.02
14:40:47     all    2.52    0.00    2.52    0.50    0.76    0.00    0.00    0.00    0.00   93.70
14:40:48     all    2.81    0.00    1.28    0.00    0.26    0.00    0.00    0.00    0.00   95.65
14:40:49     all    2.76    0.00    2.01    1.51    0.75    0.25    0.00    0.00    0.00   92.71
14:40:50     all    3.52    0.00    2.76    3.02    1.01    1.01    0.75    0.00    0.00   87.94
14:40:51     all    2.82    0.00    1.79    1.28    0.00    0.00    0.00    0.00    0.00   94.10
14:40:52     all    2.03    0.00    1.02    1.27    1.02    0.51    0.25    0.00    0.00   93.91
14:40:53     all    2.54    0.00    1.78    1.02    0.00    0.00    0.00    0.00    0.00   94.66
14:40:54     all    2.27    0.00    2.27    0.25    1.01    0.00    0.00    0.00    0.00   94.19
14:40:55     all   21.32    0.00    3.95    5.79    1.32    0.79    0.00    0.00    0.00   66.84
14:40:56     all   25.97    0.00    5.19    7.01    1.82    0.78    1.04    0.00    0.00   58.18
14:40:57     all   27.03    0.00    4.99    7.35    1.57    0.52    0.00    0.00    0.00   58.53
14:40:58     all    2.51    0.00    1.75    1.00    0.75    0.25    0.00    0.00    0.00   93.73
14:40:59     all    2.53    0.00    2.27    0.51    0.51    0.00    0.51    0.00    0.00   93.69
14:41:00     all    3.05    0.00    1.52    1.02    0.76    0.76    0.00    0.00    0.00   92.89
14:41:01     all    2.77    0.00    2.27    1.26    0.25    0.25    0.25    0.00    0.00   92.95
14:41:02     all    2.79    0.00    1.78    1.02    0.76    0.00    0.25    0.00    0.00   93.40
14:41:03     all    2.51    0.00    2.01    1.00    0.50    0.50    0.00    0.00    0.00   93.48
14:41:04     all    3.35    0.00    2.06    2.58    0.52    0.00    0.00    0.00    0.00   91.49
14:41:05     all    3.49    0.00    2.00    1.50    0.75    0.50    0.00    0.00    0.00   91.77
14:41:06     all    3.80    0.00    2.53    1.52    0.51    0.25    0.00    0.00    0.00   91.39
14:41:07     all    3.83    0.00    2.30    3.57    0.51    0.51    0.51    0.00    0.00   88.78
14:41:08     all    2.76    0.00    2.01    1.75    1.00    0.50    0.50    0.00    0.00   91.48
14:41:09     all    2.54    0.00    2.28    0.76    0.25    0.25    0.00    0.00    0.00   93.91
14:41:10     all    2.54    0.00    2.04    0.51    0.76    0.00    0.00    0.00    0.00   94.15
14:41:11     all    2.78    0.00    2.02    1.77    0.25    0.51    0.00    0.00    0.00   92.68
14:41:12     all    2.77    0.00    2.27    0.50    0.76    0.00    0.50    0.00    0.00   93.20
14:41:13     all    2.03    0.00    1.78    1.27    0.51    0.00    0.00    0.00    0.00   94.42
14:41:14     all    2.51    0.00    1.76    0.00    0.50    0.75    0.50    0.00    0.00   93.97
14:41:15     all    3.02    0.00    2.27    1.01    0.76    0.25    0.00    0.00    0.00   92.70
14:41:16     all    3.55    0.00    2.03    1.02    0.51    0.25    0.00    0.00    0.00   92.64
14:41:17     all    2.53    0.00    2.03    0.51    0.76    0.00    0.25    0.00    0.00   93.92
14:41:18     all    2.28    0.00    1.52    0.51    0.25    0.00    0.76    0.00    0.00   94.68
14:41:19     all    2.78    0.00    1.77    0.76    0.76    0.51    0.00    0.00    0.00   93.43
14:41:20     all    3.57    0.00    1.28    1.02    0.26    0.26    0.00    0.00    0.00   93.62
14:41:21     all    2.78    0.00    1.52    1.27    1.01    0.25    0.25    0.00    0.00   92.91
14:41:22     all    2.28    0.00    2.28    1.27    0.51    0.51    0.25    0.00    0.00   92.91
14:41:23     all    3.02    0.00    1.76    1.01    0.50    0.00    0.25    0.00    0.00   93.45
14:41:24     all    2.53    0.00    1.77    0.00    0.76    0.25    0.25    0.00    0.00   94.44
14:41:25     all    3.05    0.00    1.78    1.02    0.25    0.25    0.00    0.00    0.00   93.65
