Linux 4.18.0-553.129.1.el8_10.x86_64 (g-test-poc-2) 	06/18/26 	_x86_64_	(4 CPU)

18:05:19     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
18:05:20     all   20.83    0.00    7.03    8.33    2.60    2.34    0.00    0.00    0.00   58.85
18:05:21     all   17.80    0.00    6.28    7.59    2.09    1.83    0.00    0.00    0.00   64.40
18:05:22     all   19.95    0.00    5.44    8.55    1.55    1.81    0.00    0.00    0.00   62.69
18:05:23     all   20.57    0.00    6.68    7.97    1.80    2.31    0.00    0.00    0.00   60.67
18:05:24     all   18.39    0.00    5.96    8.29    2.07    2.07    0.00    0.00    0.00   63.21
18:05:25     all   22.02    0.00    6.63    8.22    2.39    1.86    0.00    0.00    0.00   58.89
18:05:26     all   19.29    0.00    6.35    8.12    2.03    2.03    0.00    0.00    0.00   62.18
18:05:27     all   19.31    0.00    6.08    8.47    2.12    2.12    0.26    0.00    0.00   61.64
18:05:28     all   21.79    0.00    6.67    7.95    2.05    2.31    0.00    0.00    0.00   59.23
18:05:29     all   20.41    0.00    6.20    7.24    2.07    1.81    0.00    0.00    0.00   62.27
18:05:30     all   21.96    0.00    6.46    9.30    2.33    2.58    0.00    0.00    0.00   57.36
18:05:31     all   20.47    0.00    6.82    8.40    1.84    1.57    0.00    0.00    0.00   60.89
18:05:32     all   19.28    0.00    5.66    7.71    1.80    2.06    0.51    0.00    0.00   62.98
18:05:33     all   18.67    0.00    5.12    8.44    1.79    2.05    0.00    0.00    0.00   63.94
18:05:34     all   18.81    0.00    5.15    7.73    1.80    2.06    0.00    0.00    0.00   64.43
18:05:35     all   26.37    0.00    5.74    8.09    2.09    1.31    0.00    0.00    0.00   56.40
18:05:36     all   21.96    0.00    6.20    7.75    1.81    2.58    0.26    0.00    0.00   59.43
18:05:37     all   20.57    0.00    6.51    7.81    2.34    1.82    0.00    0.00    0.00   60.94
18:05:38     all   19.28    0.00    6.68    7.46    2.06    2.31    0.00    0.00    0.00   62.21
18:05:39     all   18.85    0.00    5.76    6.81    2.09    1.83    0.00    0.00    0.00   64.66
18:05:40     all   19.64    0.00    5.94    8.01    1.55    1.55    0.00    0.00    0.00   63.31
18:05:41     all   22.34    0.00    5.97    8.57    2.08    2.60    0.00    0.00    0.00   58.44
18:05:42     all   25.45    0.00    6.94    9.25    1.54    2.06    0.00    0.00    0.00   54.76
18:05:43     all   23.91    0.00    5.91    8.74    2.06    2.06    0.00    0.00    0.00   57.33
18:05:44     all   31.54    0.00    6.41    9.49    1.79    2.05    0.00    0.00    0.00   48.72
18:05:45     all   24.94    0.00    7.79   10.91    2.08    2.60    0.26    0.00    0.00   51.43
18:05:46     all   21.88    0.00    7.03   10.68    2.08    2.60    0.52    0.00    0.00   55.21
18:05:47     all   12.37    0.00    4.74    5.26    1.58    1.58    0.00    0.00    0.00   74.47
18:05:48     all   18.56    0.00    6.19    8.76    1.80    1.80    0.00    0.00    0.00   62.89
18:05:49     all   19.17    0.00    6.22    7.51    2.07    2.33    0.00    0.00    0.00   62.69
18:05:50     all   22.77    0.00    7.07    9.42    2.09    2.36    0.00    0.00    0.00   56.28
18:05:51     all   17.45    0.00    5.47    7.81    1.56    2.08    0.00    0.00    0.00   65.62
18:05:52     all   21.58    0.00    5.79    8.68    1.84    2.11    0.26    0.00    0.00   59.74
18:05:53     all   14.29    0.00    4.94    7.01    1.82    1.56    0.00    0.00    0.00   70.39
18:05:54     all   20.94    0.00    6.81    9.16    2.09    2.36    0.00    0.00    0.00   58.64
18:05:55     all   22.05    0.00    6.30    8.40    1.84    2.10    0.00    0.00    0.00   59.32
18:05:56     all   18.13    0.00    6.22    8.03    2.07    2.33    0.00    0.00    0.00   63.21
18:05:57     all   20.69    0.00    6.37    9.02    1.59    2.39    0.00    0.00    0.00   59.95
18:05:58     all   19.13    0.00    5.10    7.65    2.04    1.53    0.00    0.00    0.00   64.54
18:05:59     all   19.90    0.00    6.28    7.59    1.83    1.83    0.26    0.00    0.00   62.30
18:06:00     all   18.67    0.00    5.63    7.67    2.05    2.30    0.26    0.00    0.00   63.43
18:06:01     all   19.79    0.00    5.66    9.77    1.80    2.06    0.26    0.00    0.00   60.67
18:06:02     all   24.74    0.00    6.77   10.16    2.34    2.60    0.00    0.00    0.00   53.39
18:06:03     all   25.13    0.00    7.18    9.23    1.79    2.05    0.00    0.00    0.00   54.62
18:06:04     all   18.81    0.00    5.41    8.51    1.55    2.06    0.00    0.00    0.00   63.66
18:06:05     all   23.62    0.00    6.04    9.45    2.10    1.84    0.00    0.00    0.00   56.96
18:06:06     all   20.32    0.00    6.07    9.50    2.11    2.37    0.00    0.00    0.00   59.63
18:06:07     all   20.68    0.00    6.54   10.47    1.83    2.62    0.00    0.00    0.00   57.85
18:06:08     all   21.56    0.00    6.49    8.83    2.08    2.08    0.26    0.00    0.00   58.70
18:06:09     all   21.19    0.00    7.24   10.08    2.07    2.58    0.00    0.00    0.00   56.85
18:06:10     all   19.95    0.00    5.77    9.19    1.84    1.57    0.26    0.00    0.00   61.42
18:06:11     all   18.62    0.00    5.36    7.40    1.79    2.04    0.00    0.00    0.00   64.80
18:06:12     all   22.92    0.00    6.25    8.85    2.08    2.08    0.26    0.00    0.00   57.55
18:06:13     all   20.63    0.00    6.27    9.14    1.57    2.09    0.26    0.00    0.00   60.05
