Linux 4.18.0-553.129.1.el8_10.x86_64 (g-test-poc-2) 	06/18/26 	_x86_64_	(4 CPU)

18:05:19     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
18:06:14     all   22.90    0.00    7.38    8.65    3.05    2.54    0.00    0.00    0.00   55.47
18:06:15     all   22.43    0.00    5.80    8.71    1.58    2.37    0.00    0.00    0.00   59.10
18:06:16     all   31.73    0.00    6.40    9.33    1.87    1.60    0.00    0.00    0.00   49.07
18:06:17     all   22.28    0.00    6.74    9.59    2.33    2.33    0.26    0.00    0.00   56.48
18:06:18     all   19.95    0.00    6.30    9.45    1.57    2.36    0.26    0.00    0.00   60.10
18:06:19     all   15.32    0.00    4.94    6.49    1.82    1.82    0.00    0.00    0.00   69.61
18:06:20     all    4.25    0.00    2.50    1.00    0.75    0.00    0.00    0.00    0.00   91.50
18:06:21     all    1.26    0.00    1.01    0.25    0.50    0.25    0.00    0.00    0.00   96.73
18:06:22     all    3.05    0.00    1.02    1.27    0.51    0.25    0.00    0.00    0.00   93.89
18:06:23     all    1.26    0.00    0.76    0.76    0.50    0.00    0.00    0.00    0.00   96.73
18:06:24     all    2.81    0.00    1.53    0.26    0.00    0.00    0.26    0.00    0.00   95.14
Average:     all   19.46    0.00    5.81    7.89    1.84    1.94    0.07    0.00    0.00   62.99
