Linux 4.18.0-553.124.1.el8_10.x86_64 (l-test-poc-1) 	西元2026年06月08日 	_x86_64_	(4 CPU)

23時02分05秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
23時02分06秒        lo      7.00      7.00      0.71      0.71      0.00      0.00      0.00      0.00
23時02分06秒     ens33  26911.00  24660.00   8697.71  10746.75      0.00      0.00      0.00      0.88
23時02分06秒      cni0  13943.00  14328.00   8116.99   6138.40      0.00      0.00      0.00      0.00
23時02分06秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23時02分06秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23時02分06秒 veth0c9b2fa5      6.00      6.00      1.34      0.81      0.00      0.00      0.00      0.00
23時02分06秒 veth8c54fcdc     52.00     62.00      6.70      5.58      0.00      0.00      0.00      0.00
23時02分06秒 veth31d8334d   9216.00   9362.00   6599.34   5440.56      0.00      0.00      0.00      0.54
23時02分06秒 veth8017ce2c   6932.00   7162.00   2979.00   1971.12      0.00      0.00      0.00      0.24

23時02分06秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
23時02分07秒        lo     10.00     10.00      1.81      1.81      0.00      0.00      0.00      0.00
23時02分07秒     ens33  24337.00  22269.00   8640.45  10125.13      0.00      0.00      0.00      0.83
23時02分07秒      cni0  11908.00  11850.00   7666.00   6207.18      0.00      0.00      0.00      0.00
23時02分07秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23時02分07秒 veth854270a4      9.00     13.00      3.19      1.38      0.00      0.00      0.00      0.00
23時02分07秒 veth0c9b2fa5     11.00     11.00      1.81      1.25      0.00      0.00      0.00      0.00
23時02分07秒 veth8c54fcdc     66.00     72.00     11.39     11.85      0.00      0.00      0.00      0.00
23時02分07秒 veth31d8334d   8126.00   7962.00   6458.80   5555.72      0.00      0.00      0.00      0.53
23時02分07秒 veth8017ce2c   5578.00   5674.00   2350.22   1632.84      0.00      0.00      0.00      0.19

23時02分07秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
23時02分08秒        lo      8.00      8.00      0.94      0.94      0.00      0.00      0.00      0.00
23時02分08秒     ens33  24739.00  22143.00   8662.10  10019.38      0.00      0.00      0.00      0.82
23時02分08秒      cni0  13020.00  13449.00   7846.27   6534.24      0.00      0.00      0.00      0.00
23時02分08秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23時02分08秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23時02分08秒 veth0c9b2fa5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23時02分08秒 veth8c54fcdc     69.00     75.00      8.27     11.93      0.00      0.00      0.00      0.00
23時02分08秒 veth31d8334d   7969.00   8272.00   6263.16   5733.66      0.00      0.00      0.00      0.51
23時02分08秒 veth8017ce2c   7559.00   7678.00   3199.13   2234.78      0.00      0.00      0.00      0.26

23時02分08秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
23時02分09秒        lo     66.00     66.00     61.41     61.41      0.00      0.00      0.00      0.00
23時02分09秒     ens33  26642.00  23912.00   8983.17  10874.87      0.00      0.00      0.00      0.89
23時02分09秒      cni0  13698.00  14358.00   8426.49   6590.01      0.00      0.00      0.00      0.00
23時02分09秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23時02分09秒 veth854270a4     30.00     32.00      7.33      6.31      0.00      0.00      0.00      0.00
23時02分09秒 veth0c9b2fa5     34.00     34.00      6.30      4.13      0.00      0.00      0.00      0.00
23時02分09秒 veth8c54fcdc     77.00     82.00      8.68      9.79      0.00      0.00      0.00      0.00
23時02分09秒 veth31d8334d   8563.00   9035.00   6861.44   5877.39      0.00      0.00      0.00      0.56
23時02分09秒 veth8017ce2c   7639.00   7820.00   3332.38   2294.78      0.00      0.00      0.00      0.27

23時02分09秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
23時02分10秒        lo     23.00     23.00      4.97      4.97      0.00      0.00      0.00      0.00
23時02分10秒     ens33  24877.00  22364.00   8445.83   9980.40      0.00      0.00      0.00      0.82
23時02分10秒      cni0  11955.00  12505.00   7469.82   5976.72      0.00      0.00      0.00      0.00
23時02分10秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23時02分10秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23時02分10秒 veth0c9b2fa5      6.00      6.00      1.34      0.81      0.00      0.00      0.00      0.00
23時02分10秒 veth8c54fcdc     49.00     57.00      9.32      9.82      0.00      0.00      0.00      0.00
23時02分10秒 veth31d8334d   8093.00   8501.00   6359.34   5526.54      0.00      0.00      0.00      0.52
23時02分10秒 veth8017ce2c   5925.00   6059.00   2651.03   1827.31      0.00      0.00      0.00      0.22

23時02分10秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
23時02分11秒        lo     19.00     19.00     21.50     21.50      0.00      0.00      0.00      0.00
23時02分11秒     ens33  25611.00  22729.00   8928.18  10497.49      0.00      0.00      0.00      0.86
23時02分11秒      cni0  12962.00  13640.00   8048.97   6585.55      0.00      0.00      0.00      0.00
23時02分11秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23時02分11秒 veth854270a4     10.00     13.00      3.27      1.38      0.00      0.00      0.00      0.00
23時02分11秒 veth0c9b2fa5     11.00     11.00      1.81      1.25      0.00      0.00      0.00      0.00
23時02分11秒 veth8c54fcdc    166.00    182.00     95.49     93.58      0.00      0.00      0.00      0.01
23時02分11秒 veth31d8334d   7942.00   8443.00   6422.63   5749.95      0.00      0.00      0.00      0.53
23時02分11秒 veth8017ce2c   7415.00   7573.00   3180.90   2217.29      0.00      0.00      0.00      0.26

23時02分11秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
23時02分12秒        lo     36.00     36.00     13.45     13.45      0.00      0.00      0.00      0.00
