Linux 4.18.0-553.124.1.el8_10.x86_64 (l-test-poc-1) 	西元2026年06月08日 	_x86_64_	(4 CPU)

20時34分36秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20時34分37秒        lo     64.36     64.36     61.66     61.66      0.00      0.00      0.00      0.00
20時34分37秒     ens33  35807.92  31752.48  12198.95  12878.74      0.00      0.00      0.00      1.06
20時34分37秒      cni0  16830.69  17444.55   9425.69   8754.79      0.00      0.00      0.00      0.00
20時34分37秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
20時34分37秒 veth854270a4     10.89     11.88      3.30      1.30      0.00      0.00      0.00      0.00
20時34分37秒 veth0c9b2fa5     34.65     34.65      7.11      4.46      0.00      0.00      0.00      0.00
20時34分37秒 vethba68c3a0   4951.49   5141.58    599.08    595.06      0.00      0.00      0.00      0.05
20時34分37秒 veth0a72e473   7519.80   8539.60   7249.33   7610.30      0.00      0.00      0.00      0.62
20時34分37秒 veth575532b7  10570.30   9973.27   4031.05   2777.86      0.00      0.00      0.00      0.33

20時34分37秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20時34分38秒        lo     14.00     14.00      1.80      1.80      0.00      0.00      0.00      0.00
20時34分38秒     ens33  36620.00  32599.00  12400.76  14381.59      0.00      0.00      0.00      1.18
20時34分38秒      cni0  18032.00  18649.00  10843.40   8902.69      0.00      0.00      0.00      0.00
20時34分38秒 vethbdca3de6      1.00      1.00      0.06      0.18      0.00      0.00      0.00      0.00
20時34分38秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
20時34分38秒 veth0c9b2fa5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
20時34分38秒 vethba68c3a0   4164.00   4347.00    521.13    512.85      0.00      0.00      0.00      0.04
20時34分38秒 veth0a72e473   8333.00   9125.00   8539.60   7793.50      0.00      0.00      0.00      0.70
20時34分38秒 veth575532b7  11612.00  11256.00   4586.11   3156.77      0.00      0.00      0.00      0.38

20時34分38秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20時34分39秒        lo     18.00     18.00      3.16      3.16      0.00      0.00      0.00      0.00
20時34分39秒     ens33  32655.00  28210.00  11398.99  12873.52      0.00      0.00      0.00      1.05
20時34分39秒      cni0  16340.00  17589.00  10004.87   8549.83      0.00      0.00      0.00      0.00
20時34分39秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
20時34分39秒 veth854270a4     29.00     31.00      7.27      6.19      0.00      0.00      0.00      0.00
20時34分39秒 veth0c9b2fa5     18.00     17.00      2.44      1.79      0.00      0.00      0.00      0.00
20時34分39秒 vethba68c3a0   4559.00   4806.00    549.34    555.17      0.00      0.00      0.00      0.05
20時34分39秒 veth0a72e473   6577.00   7827.00   7525.36   7301.87      0.00      0.00      0.00      0.62
20時34分39秒 veth575532b7  11422.00  11172.00   4673.05   3210.76      0.00      0.00      0.00      0.38

20時34分39秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20時34分40秒        lo     11.00     11.00      1.54      1.54      0.00      0.00      0.00      0.00
20時34分40秒     ens33  33778.00  29504.00  11997.66  13177.12      0.00      0.00      0.00      1.08
20時34分40秒      cni0  17198.00  18012.00  10181.15   9016.58      0.00      0.00      0.00      0.00
20時34分40秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
20時34分40秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
20時34分40秒 veth0c9b2fa5      6.00      6.00      1.37      0.84      0.00      0.00      0.00      0.00
20時34分40秒 vethba68c3a0   4610.00   4800.00    560.43    579.12      0.00      0.00      0.00      0.05
20時34分40秒 veth0a72e473   7441.00   8217.00   7505.37   7500.45      0.00      0.00      0.00      0.61
20時34分40秒 veth575532b7  11498.00  11347.00   4604.13   3191.32      0.00      0.00      0.00      0.38

20時34分40秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20時34分41秒        lo      2.00      2.00      0.21      0.21      0.00      0.00      0.00      0.00
20時34分41秒     ens33  34502.00  30075.00  11878.42  14047.79      0.00      0.00      0.00      1.15
20時34分41秒      cni0  16316.00  17462.00  10748.20   8590.92      0.00      0.00      0.00      0.00
20時34分41秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
20時34分41秒 veth854270a4     10.00     13.00      3.27      1.38      0.00      0.00      0.00      0.00
20時34分41秒 veth0c9b2fa5     35.00     35.00      7.18      4.51      0.00      0.00      0.00      0.00
20時34分41秒 vethba68c3a0   5528.00   5792.00    654.87    655.84      0.00      0.00      0.00      0.05
20時34分41秒 veth0a72e473   7099.00   8247.00   8645.54   7554.49      0.00      0.00      0.00      0.71
20時34分41秒 veth575532b7  11151.00  10880.00   4178.42   2892.19      0.00      0.00      0.00      0.34

20時34分41秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20時34分42秒        lo     31.00     31.00      5.64      5.64      0.00      0.00      0.00      0.00
20時34分42秒     ens33  32496.00  28137.00  11540.90  12729.29      0.00      0.00      0.00      1.04
20時34分42秒      cni0  15587.00  16610.00   9709.94   8525.64      0.00      0.00      0.00      0.00
20時34分42秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
20時34分42秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
20時34分42秒 veth0c9b2fa5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
20時34分42秒 vethba68c3a0   4675.00   4905.00    562.71    573.76      0.00      0.00      0.00      0.05
20時34分42秒 veth0a72e473   6814.00   7736.00   7415.82   7232.70      0.00      0.00      0.00      0.61
20時34分42秒 veth575532b7  10693.00  10565.00   4191.61   2966.34      0.00      0.00      0.00      0.34

20時34分42秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20時34分43秒        lo     12.00     12.00      1.31      1.31      0.00      0.00      0.00      0.00
20時34分43秒     ens33  35298.00  30387.00  12576.19  14549.03      0.00      0.00      0.00      1.19
20時34分43秒      cni0  15711.00  17052.00  11097.65   9109.87      0.00      0.00      0.00      0.00
20時34分43秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
20時34分43秒 veth854270a4     12.00     14.00      3.49      1.49      0.00      0.00      0.00      0.00
20時34分43秒 veth0c9b2fa5     11.00     11.00      1.81      1.25      0.00      0.00      0.00      0.00
20時34分43秒 vethba68c3a0   3912.00   4058.00    485.74    481.65      0.00      0.00      0.00      0.04
