ts_ns,query_type,latency_ms
1785159363783014014,select,325.390
1785159364112791955,update,273.085
1785159364490491954,select,270.716
1785159364765212796,update,272.153
1785159365142195662,select,254.790
1785159365400234820,update,271.106
1785159365776477128,select,273.315
1785159366053177612,update,259.481
1785159366417579550,select,252.258
1785159366672982367,update,277.219
1785159367054838420,select,253.717
1785159367311643131,update,263.353
1785159367679690732,select,275.643
1785159367958953518,update,266.443
1785159368329488866,select,257.203
1785159368589677659,update,259.829
1785159368954500893,select,265.251
1785159369223250159,update,289.116
1785159369616778155,select,262.911
1785159369883052750,update,260.249
1785159370248734454,select,270.330
1785159370522365739,update,277.064
1785159370903885923,select,257.118
1785159371164408144,update,271.075
1785159371540533079,select,262.540
1785159371806954369,update,268.223
1785159372180247528,select,261.860
1785159372445187698,update,258.239
1785159372810194881,select,246.276
1785159373059563557,update,265.687
1785159373429620088,select,262.097
1785159373695179981,update,277.321
1785159374077103646,select,278.490
1785159374358755363,update,263.165
1785159374726415496,select,340.768
1785159375070130146,update,257.178
1785159375432109060,select,275.956
1785159375711245499,update,256.295
1785159376072499120,select,246.693
1785159376322284025,update,235.386
1785159376661947198,select,246.896
1785159376911787812,update,254.824
1785159377270854126,select,250.039
1785159377523805230,update,248.626
1785159377877785394,select,266.759
1785159378147415569,update,256.525
1785159378509404716,select,260.338
1785159378773077956,update,279.280
1785159379157621074,select,262.678
1785159379424238030,update,247.655
1785159379776566741,select,271.782
1785159380051581027,update,245.806
1785159380402008348,select,261.708
1785159380667091940,update,252.252
1785159381024257695,select,257.955
1785159381285911204,update,260.057
1785159381650333108,select,252.906
1785159381906136425,update,254.641
1785159382267309727,select,255.351
1785159382525886567,update,251.368
1785159382881416501,select,254.231
1785159383139432639,update,246.605
1785159383490855594,select,249.363
1785159383743670641,update,285.290
1785159384134958893,select,266.554
1785159384405040063,update,275.985
1785159384785847552,select,265.420
1785159385054954897,update,259.751
1785159385418991514,select,274.527
1785159385696917499,update,268.185
1785159386069867916,select,257.072
1785159386330120512,update,266.705
1785159386701686198,select,286.794
1785159386992117068,update,246.459
1785159387343754417,select,253.103
1785159387600527473,update,249.120
1785159387955393718,select,258.208
1785159388216797419,update,261.348
1785159388584053221,select,266.773
1785159388854577372,update,252.750
1785159389212197487,select,260.856
1785159389476857250,update,253.583
1785159389835281867,select,258.356
1785159390097110492,update,258.111
1785159390460240607,select,246.722
1785159390710065435,update,265.637
1785159391080215279,select,237.410
1785159391320698985,update,374.863
1785159391800500564,select,255.204
1785159392059164189,update,255.454
1785159392419732936,select,251.694
1785159392674867957,update,251.768
1785159393031904394,select,252.464
1785159393287813716,update,268.872
1785159393662295006,select,261.790
1785159393927421900,update,259.551
1785159394292162542,select,262.828
1785159394558824879,update,268.348
1785159394932500926,select,269.329
1785159395205509756,update,245.667
1785159395556504924,select,247.848
1785159395807763078,update,254.046
1785159396166890731,select,255.741
1785159396426036588,update,305.541
1785159396836610248,select,245.100
1785159397084969612,update,294.506
1785159397484192836,select,245.547
1785159397733275149,update,329.987
1785159398168157513,select,239.922
1785159398411570555,update,322.555
1785159398839189193,select,276.561
1785159399119100937,update,262.259
1785159399486576213,select,259.549
1785159399749677727,update,352.389
1785159400206941640,select,242.772
1785159400453090230,update,245.371
1785159400803557640,select,243.187
1785159401049925984,update,240.496
1785159401395322743,select,245.767
1785159401644495155,update,246.928
1785159401996379051,select,241.539
1785159402241043731,update,260.689
1785159402606737143,select,266.422
1785159402876530118,update,253.349
1785159403234689789,select,252.813
1785159403490834380,update,260.212
1785159403856411437,select,271.420
1785159404131397304,update,335.173
1785159404571580047,select,264.136
1785159404839361999,update,346.841
1785159405291627304,select,275.699
1785159405570433364,update,276.474
1785159405951818486,select,240.570
1785159406195748020,update,256.514
1785159406557379715,select,265.793
1785159406826434881,update,283.527
1785159407215292965,select,241.259
1785159407459720533,update,298.846
1785159407863529996,select,243.913
1785159408110543840,update,267.327
1785159408482613410,select,253.892
1785159408740051671,update,252.009
1785159409097248697,select,249.669
1785159409350234156,update,265.341
1785159409720768752,select,253.085
1785159409977304544,update,257.601
1785159410339843684,select,246.731
1785159410589734538,update,253.173
1785159410947621540,select,240.203
1785159411190899853,update,298.834
1785159411594578758,select,249.472
1785159411847197470,update,265.231
1785159412216999409,select,240.631
1785159412460650690,update,405.242
1785159412970556720,select,243.836
1785159413217407098,update,261.254
1785159413583526642,select,245.716
1785159413832645508,update,367.161
1785159414304770236,select,266.841
1785159414575138888,update,257.200
1785159414937340938,select,251.251
1785159415191850891,update,284.030
1785159415581487453,select,250.364
1785159415835029387,update,254.255
1785159416194316595,select,246.853
1785159416444482940,update,237.129
1785159416786700529,select,241.069
1785159417030996340,update,252.014
1785159417387596090,select,246.705
1785159417637625412,update,333.915
1785159418076824587,select,241.918
1785159418321975495,update,321.415
1785159418748395290,select,254.221
1785159419005907947,update,343.590
1785159419454842874,select,254.413
1785159419712736188,update,255.736
1785159420073793284,select,288.661
1785159420365747629,update,259.935
1785159420731162182,select,262.287
1785159420997133143,update,293.806
1785159421395898806,select,255.742
1785159421655077939,update,253.786
1785159422014021431,select,256.271
1785159422273968825,update,271.074
1785159422650076194,select,244.327
1785159422897642626,update,270.218
