Linux 4.18.0-553.144.1.el8_10.x86_64 (g-test-poc-3) 	07/27/26 	_x86_64_	(4 CPU)

13:36:04     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
13:36:05     all    3.00    0.00    1.75    1.00    1.25    0.00    0.25    0.00    0.00   92.75
13:36:06     all    2.26    0.00    1.51    0.50    0.25    0.25    0.00    0.00    0.00   95.23
13:36:07     all    3.03    0.00    1.26    1.01    0.76    0.51    0.00    0.00    0.00   93.43
13:36:08     all    2.01    0.00    1.00    0.50    0.75    0.00    0.00    0.00    0.00   95.74
13:36:09     all    3.27    0.00    1.51    1.76    0.75    0.25    0.00    0.00    0.00   92.46
13:36:10     all    3.27    0.00    1.26    0.75    0.50    0.75    0.00    0.00    0.00   93.47
13:36:11     all    1.51    0.00    1.26    0.75    0.75    0.00    0.00    0.00    0.00   95.73
13:36:12     all    1.75    0.00    1.25    0.25    0.75    0.00    0.25    0.00    0.00   95.76
13:36:13     all    1.28    0.00    0.77    0.00    0.26    0.00    0.00    0.00    0.00   97.70
13:36:14     all    1.97    0.00    1.48    0.74    0.74    0.74    0.25    0.00    0.00   94.09
13:36:15     all    1.50    0.00    1.00    0.00    0.50    0.25    0.00    0.00    0.00   96.74
13:36:16     all    1.75    0.00    1.00    0.75    0.75    0.00    0.00    0.00    0.00   95.74
13:36:17     all    2.78    0.00    1.01    1.01    0.76    0.00    0.25    0.00    0.00   94.19
13:36:18     all    1.50    0.00    1.00    0.00    0.25    0.25    0.00    0.00    0.00   97.00
13:36:19     all    4.24    0.00    1.75    2.24    1.00    0.50    0.00    0.00    0.00   90.27
13:36:20     all    3.27    0.00    1.76    1.01    0.76    0.50    0.00    0.00    0.00   92.70
13:36:21     all    2.01    0.00    1.26    0.25    0.50    0.00    0.00    0.00    0.00   95.98
13:36:22     all    1.26    0.00    1.26    0.75    0.75    0.25    0.00    0.00    0.00   95.73
13:36:23     all    2.51    0.00    0.75    0.00    0.50    0.25    0.25    0.00    0.00   95.73
13:36:24     all    3.52    0.00    4.77    0.25    1.01    0.25    0.00    0.00    0.00   90.20
13:36:25     all    1.26    0.00    1.51    0.75    0.75    0.25    0.00    0.00    0.00   95.48
13:36:26     all    3.76    0.00    1.25    1.75    1.00    0.50    0.25    0.00    0.00   91.48
13:36:27     all    5.32    0.00    3.04    3.54    1.01    0.51    0.25    0.00    0.00   86.33
13:36:28     all    4.80    0.00    2.78    2.78    1.01    0.51    0.00    0.00    0.00   88.13
13:36:29     all    6.33    0.00    2.28    4.30    1.01    0.76    0.00    0.00    0.00   85.32
13:36:30     all    7.54    0.00    2.51    4.52    1.76    0.75    0.00    0.00    0.00   82.91
13:36:31     all    9.62    0.00    3.29    5.57    1.01    1.27    0.25    0.00    0.00   78.99
13:36:32     all   11.11    0.00    3.28    5.05    2.02    1.26    0.00    0.00    0.00   77.27
13:36:33     all   10.61    0.00    3.54    4.80    2.02    1.26    0.00    0.00    0.00   77.78
13:36:34     all   11.03    0.00    4.01    5.51    1.75    1.00    0.50    0.00    0.00   76.19
13:36:35     all   11.56    0.00    4.27    5.53    1.51    1.51    0.00    0.00    0.00   75.63
13:36:36     all    8.84    0.00    2.78    4.04    1.52    0.76    0.25    0.00    0.00   81.82
13:36:37     all   15.33    0.00    3.77    5.28    1.51    1.26    0.00    0.00    0.00   72.86
13:36:38     all   10.55    0.00    3.02    5.78    1.51    1.01    0.00    0.00    0.00   78.14
13:36:39     all   13.23    0.00    4.33    6.87    2.04    1.78    0.00    0.00    0.00   71.76
13:36:40     all   10.80    0.00    3.02    5.28    1.51    1.01    0.00    0.00    0.00   78.39
13:36:41     all    8.63    0.00    3.05    4.57    1.02    1.02    0.51    0.00    0.00   81.22
13:36:42     all    8.29    0.00    2.76    4.02    1.76    1.01    0.25    0.00    0.00   81.91
13:36:43     all    7.83    0.00    3.28    3.79    1.26    1.01    0.00    0.00    0.00   82.83
13:36:44     all    8.82    0.00    3.02    4.03    1.51    1.01    0.00    0.00    0.00   81.61
13:36:45     all    8.61    0.00    3.04    3.54    1.52    0.76    0.00    0.00    0.00   82.53
13:36:46     all   11.08    0.00    3.78    5.04    1.76    1.26    0.25    0.00    0.00   76.83
13:36:47     all   11.48    0.00    2.81    5.10    1.28    1.28    0.00    0.00    0.00   78.06
13:36:48     all   10.80    0.00    4.27    4.77    1.76    1.01    0.00    0.00    0.00   77.39
13:36:49     all   12.22    0.00    3.49    5.74    2.00    1.75    0.25    0.00    0.00   74.56
13:36:50     all   10.50    0.00    3.75    4.75    1.50    1.00    0.25    0.00    0.00   78.25
13:36:51     all    8.65    0.00    2.80    4.07    1.53    0.76    0.00    0.00    0.00   82.19
13:36:52     all    9.75    0.00    4.25    4.50    1.25    1.25    0.25    0.00    0.00   78.75
13:36:53     all    9.07    0.00    3.27    4.28    1.76    1.01    0.00    0.00    0.00   80.60
13:36:54     all    9.16    0.00    2.80    4.33    1.27    1.02    0.00    0.00    0.00   81.42
13:36:55     all   18.02    0.00    4.31    5.84    2.03    1.02    0.00    0.00    0.00   68.78
13:36:56     all    8.08    0.00    3.03    3.79    1.01    1.01    0.00    0.00    0.00   83.08
13:36:57     all    8.42    0.00    3.22    4.46    1.98    0.99    0.50    0.00    0.00   80.45
13:36:58     all    8.77    0.00    3.26    3.51    1.00    1.00    0.25    0.00    0.00   82.21
13:36:59     all   10.08    0.00    3.78    5.29    2.02    1.01    0.00    0.00    0.00   77.83
13:37:00     all    9.97    0.00    3.58    5.37    1.53    1.02    0.00    0.00    0.00   78.52
13:37:01     all    9.23    0.00    3.74    3.49    1.50    1.25    0.00    0.00    0.00   80.80
13:37:02     all    8.38    0.00    2.79    3.81    1.27    0.76    0.00    0.00    0.00   82.99
13:37:03     all    6.25    0.00    2.75    3.00    1.00    1.00    0.00    0.00    0.00   86.00
13:37:04     all    9.27    0.00    3.01    4.51    1.25    1.00    0.00    0.00    0.00   80.95
13:37:05     all    9.37    0.00    5.32    4.30    1.77    1.01    0.25    0.00    0.00   77.97
13:37:06     all    9.02    0.00    3.01    4.26    1.25    1.00    0.25    0.00    0.00   81.20
13:37:07     all   10.22    0.00    3.99    4.74    1.75    1.00    0.25    0.00    0.00   78.05
13:37:08     all    7.12    0.00    3.05    3.31    1.27    1.02    0.00    0.00    0.00   84.22
13:37:09     all   10.18    0.00    3.56    4.33    1.78    1.02    0.25    0.00    0.00   78.88
Average:     all    7.17    0.00    2.71    3.25    1.23    0.77    0.10    0.00    0.00   84.77
