Linux 4.18.0-425.3.1.el8.x86_64 (l-dbm-labroom-1) 	西元2026年07月27日 	_x86_64_	(4 CPU)

21時36分03秒  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
21時36分45秒  all   23.54    0.00    6.08    0.00    0.76    0.25    0.00    0.00    0.00   69.37
21時36分46秒  all   21.86    0.00    5.28    0.00    0.75    0.75    0.00    0.00    0.00   71.36
21時36分47秒  all   25.06    0.00    6.52    0.00    0.50    0.25    0.00    0.00    0.00   67.67
21時36分48秒  all   20.60    0.00    5.28    0.00    0.50    1.01    0.00    0.00    0.00   72.61
21時36分49秒  all   25.00    0.00    5.81    0.00    0.51    0.25    0.00    0.00    0.00   68.43
21時36分50秒  all   23.88    0.00    5.72    0.00    1.00    0.75    0.00    0.00    0.00   68.66
21時36分51秒  all   21.57    0.00    5.33    0.00    0.00    0.25    0.00    0.00    0.00   72.84
21時36分52秒  all   25.25    0.00    5.50    0.00    1.00    0.50    0.00    0.00    0.00   67.75
21時36分53秒  all   17.63    0.00    4.79    0.00    0.00    0.50    0.00    0.00    0.00   77.08
21時36分54秒  all   22.75    0.00    5.75    0.00    1.00    0.50    0.00    0.00    0.00   70.00
21時36分55秒  all   21.21    0.00    5.81    0.00    0.00    0.76    0.00    0.00    0.00   72.22
21時36分56秒  all   26.70    0.00    5.54    0.00    1.01    0.25    0.00    0.00    0.00   66.50
21時36分57秒  all   22.65    0.00    5.34    0.00    0.00    0.76    0.00    0.00    0.00   71.25
21時36分58秒  all   22.00    0.00    5.00    0.00    1.00    0.50    0.00    0.00    0.00   71.50
21時36分59秒  all   21.11    0.00    5.28    0.00    0.50    0.75    0.00    0.00    0.00   72.36
21時37分00秒  all   25.44    0.00    6.23    0.00    0.50    0.75    0.00    0.00    0.00   67.08
21時37分01秒  all   22.81    0.00    5.26    0.00    0.75    0.50    0.00    0.00    0.00   70.68
21時37分02秒  all   25.06    0.00    5.57    0.00    0.25    0.25    0.00    0.00    0.00   68.86
21時37分03秒  all   15.79    0.00    3.76    0.00    0.75    0.75    0.00    0.00    0.00   78.95
21時37分04秒  all    3.51    0.00    2.01    0.00    0.25    0.50    0.00    0.00    0.00   93.73
21時37分05秒  all    0.76    0.00    0.76    0.25    0.00    0.76    0.00    0.00    0.00   97.48
21時37分06秒  all    0.99    0.00    0.99    0.00    0.74    0.74    0.00    0.00    0.00   96.53
21時37分07秒  all    0.25    0.00    1.01    0.00    0.25    0.25    0.00    0.00    0.00   98.24
21時37分08秒  all    1.01    0.00    0.51    0.00    0.00    0.51    0.00    0.00    0.00   97.98
平均時間：  all   24.00    0.00   10.16    0.00    0.53    0.50    0.00    0.00    0.00   64.80
