ts_ns,query_type,latency_ms
1785159364069530049,select,289.584
1785159364364957748,update,388.878
1785159364861389355,select,253.264
1785159365119841538,update,270.225
1785159365497546239,select,248.837
1785159365751814321,update,279.101
1785159366138664631,select,248.436
1785159366392235484,update,269.358
1785159366769423934,select,254.698
1785159367029705057,update,283.258
1785159367421068494,select,264.084
1785159367690695097,update,285.970
1785159368085546222,select,245.994
1785159368336657328,update,278.466
1785159368722533836,select,251.683
1785159368978889390,update,268.322
1785159369355409410,select,252.348
1785159369612856853,update,283.127
1785159370003627960,select,255.237
1785159370264524574,update,278.696
1785159370650880664,select,254.992
1785159370910969816,update,272.103
1785159371290643936,select,250.060
1785159371545608709,update,279.299
1785159371932499149,select,251.442
1785159372189155671,update,266.918
1785159372563536151,select,246.475
1785159372815386315,update,271.428
1785159373193870583,select,258.179
1785159373456855417,update,274.655
1785159373838947736,select,261.927
1785159374105873079,update,277.190
1785159374490870398,select,249.929
1785159374745975781,update,262.391
1785159375115475392,select,251.835
1785159375372831085,update,277.086
1785159375757854554,select,263.808
1785159376027260605,update,272.427
1785159376407454205,select,248.626
1785159376661555289,update,273.655
1785159377042820856,select,258.048
1785159377306033340,update,271.289
1785159377685138160,select,255.805
1785159377946437983,update,277.815
1785159378331706912,select,253.016
1785159378590416085,update,273.832
1785159378972278534,select,268.504
1785159379246343816,update,282.784
1785159379636277013,select,274.852
1785159379916259225,update,277.703
1785159380301390306,select,264.979
1785159380572004636,update,286.451
1785159380965987864,select,261.870
1785159381233518136,update,270.670
1785159381611858087,select,255.305
1785159381872702558,update,270.216
1785159382250011507,select,248.629
1785159382503658722,update,269.170
1785159382880360682,select,255.850
1785159383141510024,update,274.585
1785159383524140243,select,250.183
1785159383779477307,update,268.202
1785159384155358825,select,268.055
1785159384428855338,update,271.910
1785159384808133299,select,257.583
1785159385070389180,update,280.491
1785159385458837498,select,249.950
1785159385713801472,update,280.328
1785159386102027531,select,239.618
1785159386346718286,update,278.758
1785159386732934134,select,254.059
1785159386992009157,update,266.067
1785159387365460747,select,249.610
1785159387620247811,update,277.566
1785159388005373638,select,259.872
1785159388269989732,update,275.752
1785159388653153272,select,273.230
1785159388931678513,update,291.695
1785159389331388169,select,263.417
1785159389600453302,update,272.245
1785159389979764451,select,254.321
1785159390238633194,update,316.189
1785159390662462120,select,255.867
1785159390922916632,update,271.004
1785159391301221932,select,255.386
1785159391561812055,update,285.818
1785159391954975114,select,264.528
1785159392224843014,update,294.680
1785159392627135842,select,243.403
1785159392875593835,update,262.652
1785159393246132285,select,264.807
1785159393516051648,update,342.200
1785159393965432301,select,246.914
1785159394217527024,update,272.340
1785159394597826872,select,254.085
1785159394857548396,update,272.933
1785159395237607556,select,257.588
1785159395500744128,update,331.144
1785159395939651642,select,253.668
1785159396198416044,update,256.699
1785159396562569393,select,256.837
1785159396824565158,update,324.005
1785159397256532823,select,253.795
1785159397515443015,update,282.777
1785159397905378334,select,252.562
1785159398163354777,update,257.188
1785159398528173697,select,252.055
1785159398784704031,update,334.979
1785159399227066304,select,265.498
1785159399497993206,update,271.949
1785159399877085445,select,258.418
1785159400140474818,update,260.184
1785159400507939018,select,240.207
1785159400752919603,update,284.325
1785159401144459851,select,247.961
1785159401397042795,update,276.452
1785159401781013915,select,251.468
1785159402037429177,update,351.156
1785159402495656778,select,244.972
1785159402745991883,update,265.074
1785159403118635143,select,251.466
1785159403375085836,update,381.772
1785159403864059572,select,257.412
1785159404126300567,update,345.126
1785159404578251008,select,239.597
1785159404822681273,update,367.083
1785159405296834962,select,245.081
1785159405547015156,update,305.989
1785159405960028483,select,247.122
1785159406211578656,update,267.976
1785159406586232506,select,247.457
1785159406838439469,update,289.017
1785159407234675807,select,247.229
1785159407487044921,update,373.489
1785159407967793687,select,252.960
1785159408225461072,update,309.068
1785159408642423670,select,243.308
1785159408891277132,update,266.204
1785159409265047373,select,254.048
1785159409524010775,update,297.931
1785159409929346383,select,248.064
1785159410182335776,update,290.783
1785159410580022904,select,242.905
1785159410827676547,update,274.864
1785159411209995168,select,238.129
1785159411453024572,update,337.315
1785159411897605254,select,252.045
1785159412155619917,update,275.564
1785159412537963227,select,237.938
1785159412780552051,update,306.738
1785159413194364396,select,257.373
1785159413456707960,update,278.041
1785159413842397609,select,249.924
1785159414097086452,update,357.042
1785159414561707120,select,252.176
1785159414818737175,update,323.453
1785159415249745467,select,247.294
1785159415501928543,update,301.460
1785159415910466257,select,247.892
1785159416162924193,update,379.390
1785159416649443030,select,241.139
1785159416895061246,update,265.016
1785159417266928506,select,237.319
1785159417509179501,update,363.241
1785159417980303911,select,244.909
1785159418230109995,update,269.186
1785159418606550264,select,249.613
1785159418860781448,update,260.660
1785159419228331860,select,257.327
1785159419490524692,update,361.066
1785159419958625393,select,248.275
1785159420212466875,update,260.598
1785159420580369867,select,247.409
1785159420833031550,update,337.961
1785159421277926123,select,250.894
1785159421533345226,update,276.789
1785159421917386217,select,249.027
1785159422171108728,update,268.869
1785159422547113059,select,243.158
1785159422794728353,update,257.620
1785159423159402092,select,238.862
1785159423403152488,update,262.444
1785159423772616859,select,247.380
1785159424025178482,update,271.473
