Linux 4.18.0-553.124.1.el8_10.x86_64 (l-test-poc-1) 	西元2026年06月01日 	_x86_64_	(4 CPU)

17時00分37秒  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17時00分38秒  all   77.61    0.00    9.20    7.71    1.49    2.74    0.00    0.00    0.00    1.24
17時00分39秒  all   77.94    0.00    8.52    9.52    1.25    2.76    0.00    0.00    0.00    0.00
17時00分40秒  all   78.50    0.00    8.25   10.25    0.75    2.00    0.00    0.00    0.00    0.25
17時00分41秒  all   74.06    0.00    7.23    5.24    0.75    2.49    0.00    0.00    0.00   10.22
17時00分42秒  all   74.43    0.00    7.34    6.84    1.01    1.77    0.00    0.00    0.00    8.61
17時00分43秒  all   73.32    0.00    9.48   11.22    1.00    2.24    0.00    0.00    0.00    2.74
17時00分44秒  all   72.59    0.00    8.64    4.20    0.99    2.22    0.00    0.00    0.00   11.36
17時00分45秒  all   75.63    0.00    7.04    7.04    1.01    1.51    0.00    0.00    0.00    7.79
17時00分46秒  all   74.94    0.00    8.27    4.26    0.75    2.51    0.00    0.00    0.00    9.27
17時00分47秒  all   73.68    0.00    7.77    4.51    1.00    2.51    0.00    0.00    0.00   10.53
17時00分48秒  all   75.99    0.00    8.42   11.88    0.74    2.72    0.00    0.00    0.00    0.25
17時00分49秒  all   78.00    0.00    7.00   11.00    1.00    2.00    0.00    0.00    0.00    1.00
17時00分50秒  all   77.94    0.00    6.77   11.53    1.25    2.51    0.00    0.00    0.00    0.00
17時00分51秒  all   76.13    0.00    6.28   10.55    0.75    2.26    0.00    0.00    0.00    4.02
17時00分52秒  all   78.91    0.00    7.69   10.42    0.74    2.23    0.00    0.00    0.00    0.00
17時00分53秒  all   77.14    0.00    6.53    5.53    1.01    2.51    0.00    0.00    0.00    7.29
17時00分54秒  all   77.44    0.00    6.77    8.52    0.75    2.51    0.00    0.00    0.00    4.01
17時00分55秒  all   77.25    0.00    6.50   10.00    1.00    2.25    0.00    0.00    0.00    3.00
17時00分56秒  all   78.84    0.00    6.05    8.31    1.01    1.76    0.00    0.00    0.00    4.03
17時00分57秒  all   74.37    0.00    8.29    6.28    0.75    2.26    0.00    0.00    0.00    8.04
17時00分58秒  all   72.32    0.00   10.22    9.23    0.75    2.00    0.00    0.00    0.00    5.49
17時00分59秒  all   76.31    0.00    8.73    8.98    1.00    2.74    0.00    0.00    0.00    2.24
17時01分00秒  all   76.25    0.00    7.25    9.00    1.25    2.25    0.00    0.00    0.00    4.00
17時01分01秒  all   74.24    0.00    8.08    4.80    1.01    2.02    0.00    0.00    0.00    9.85
17時01分02秒  all   78.55    0.00    8.48    5.74    1.00    2.99    0.00    0.00    0.00    3.24
17時01分03秒  all   78.95    0.00    7.52   10.53    0.50    2.51    0.00    0.00    0.00    0.00
17時01分04秒  all   78.61    0.00    7.21   10.70    1.00    2.49    0.00    0.00    0.00    0.00
17時01分05秒  all   79.60    0.00    7.30    9.07    1.01    2.27    0.00    0.00    0.00    0.76
17時01分06秒  all   77.00    0.00    7.00    8.75    1.00    2.25    0.00    0.00    0.00    4.00
17時01分07秒  all   78.66    0.00    7.44   10.42    0.99    2.48    0.00    0.00    0.00    0.00
17時01分08秒  all   78.34    0.00    7.05   11.59    0.76    2.27    0.00    0.00    0.00    0.00
17時01分09秒  all   79.10    0.00    7.46    9.95    1.00    2.49    0.00    0.00    0.00    0.00
17時01分10秒  all   73.18    0.00    7.52   10.53    0.75    2.26    0.00    0.00    0.00    5.76
17時01分11秒  all   76.18    0.00    7.44   10.17    0.99    1.99    0.00    0.00    0.00    3.23
17時01分12秒  all   72.15    0.00    8.61   14.68    0.76    2.03    0.00    0.00    0.00    1.77
17時01分13秒  all   76.92    0.00    6.95    4.71    0.99    2.48    0.00    0.00    0.00    7.94
17時01分14秒  all   77.11    0.00    7.96    8.71    1.00    2.49    0.00    0.00    0.00    2.74
17時01分15秒  all   74.62    0.00    7.29    9.05    0.75    2.01    0.00    0.00    0.00    6.28
17時01分16秒  all   76.63    0.00    7.29    8.54    1.01    1.76    0.00    0.00    0.00    4.77
17時01分17秒  all   77.42    0.00    7.69   10.17    0.74    2.23    0.00    0.00    0.00    1.74
17時01分18秒  all   73.05    0.00    7.30    6.80    0.76    2.02    0.00    0.00    0.00   10.08
