Linux 4.18.0-553.124.1.el8_10.x86_64 (l-test-poc-1) 	西元2026年06月08日 	_x86_64_	(4 CPU)

22時34分00秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
22時34分01秒        lo      6.00      6.00      0.68      0.68      0.00      0.00      0.00      0.00
22時34分01秒     ens33  24051.00  21967.00   7805.70   8562.59      0.00      0.00      0.00      0.70
22時34分01秒      cni0  13129.00  13456.00   6419.63   5728.08      0.00      0.00      0.00      0.00
22時34分01秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22時34分01秒 veth854270a4     11.00     12.00      3.34      1.31      0.00      0.00      0.00      0.00
22時34分01秒 veth0c9b2fa5     29.00     29.00      5.84      3.69      0.00      0.00      0.00      0.00
22時34分01秒 veth8c54fcdc     90.00     94.00      9.73     10.91      0.00      0.00      0.00      0.00
22時34分01秒 veth31d8334d   8655.00   8928.00   5215.87   5076.24      0.00      0.00      0.00      0.43
22時34分01秒 veth8017ce2c   6436.00   6485.00   2439.76   1711.34      0.00      0.00      0.00      0.20

22時34分01秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
22時34分02秒        lo     18.00     18.00      2.47      2.47      0.00      0.00      0.00      0.00
22時34分02秒     ens33  20481.00  19317.00   6696.83   7468.99      0.00      0.00      0.00      0.61
22時34分02秒      cni0  11204.00  10912.00   5503.69   4793.35      0.00      0.00      0.00      0.00
22時34分02秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22時34分02秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22時34分02秒 veth0c9b2fa5      6.00      6.00      1.34      0.81      0.00      0.00      0.00      0.00
22時34分02秒 veth8c54fcdc     61.00     71.00     11.97     11.49      0.00      0.00      0.00      0.00
22時34分02秒 veth31d8334d   7381.00   7056.00   4422.54   4195.60      0.00      0.00      0.00      0.36
22時34分02秒 veth8017ce2c   5416.00   5438.00   2099.31   1463.20      0.00      0.00      0.00      0.17

22時34分02秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
22時34分03秒        lo     10.00     10.00      0.91      0.91      0.00      0.00      0.00      0.00
22時34分03秒     ens33  21119.00  19284.00   7031.76   7922.16      0.00      0.00      0.00      0.65
22時34分03秒      cni0  11392.00  11558.00   6009.16   5169.91      0.00      0.00      0.00      0.00
22時34分03秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22時34分03秒 veth854270a4     10.00     13.00      3.27      1.38      0.00      0.00      0.00      0.00
22時34分03秒 veth0c9b2fa5     11.00     11.00      1.81      1.25      0.00      0.00      0.00      0.00
22時34分03秒 veth8c54fcdc    103.00    100.00     10.38     10.04      0.00      0.00      0.00      0.00
22時34分03秒 veth31d8334d   7057.00   7173.00   4709.91   4443.22      0.00      0.00      0.00      0.39
22時34分03秒 veth8017ce2c   6089.00   6139.00   2381.72   1656.64      0.00      0.00      0.00      0.20

22時34分03秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
22時34分04秒        lo     29.00     29.00      8.98      8.98      0.00      0.00      0.00      0.00
22時34分04秒     ens33  22067.00  20311.00   7220.08   8179.41      0.00      0.00      0.00      0.67
22時34分04秒      cni0  11914.00  12052.00   6125.71   5227.79      0.00      0.00      0.00      0.00
22時34分04秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22時34分04秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22時34分04秒 veth0c9b2fa5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22時34分04秒 veth8c54fcdc     54.00     58.00      4.97      9.98      0.00      0.00      0.00      0.00
22時34分04秒 veth31d8334d   7402.00   7502.00   4994.74   4677.70      0.00      0.00      0.00      0.41
22時34分04秒 veth8017ce2c   6421.00   6457.00   2490.38   1743.18      0.00      0.00      0.00      0.20

22時34分04秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
22時34分05秒        lo      8.00      8.00      0.95      0.95      0.00      0.00      0.00      0.00
22時34分05秒     ens33  23355.00  21345.00   7802.78   8786.83      0.00      0.00      0.00      0.72
22時34分05秒      cni0  12255.00  12478.00   6545.01   5613.50      0.00      0.00      0.00      0.00
22時34分05秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22時34分05秒 veth854270a4     11.00     12.00      3.34      1.31      0.00      0.00      0.00      0.00
22時34分05秒 veth0c9b2fa5     29.00     29.00      5.84      3.69      0.00      0.00      0.00      0.00
22時34分05秒 veth8c54fcdc    113.00    126.00     14.31     18.83      0.00      0.00      0.00      0.00
22時34分05秒 veth31d8334d   7634.00   7820.00   5304.13   4983.69      0.00      0.00      0.00      0.43
22時34分05秒 veth8017ce2c   6444.00   6466.00   2624.99   1844.51      0.00      0.00      0.00      0.22

22時34分05秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
22時34分06秒        lo     10.00     10.00      1.72      1.72      0.00      0.00      0.00      0.00
22時34分06秒     ens33  21711.00  19973.00   7061.54   8305.33      0.00      0.00      0.00      0.68
22時34分06秒      cni0  11404.00  11587.00   6248.35   5070.46      0.00      0.00      0.00      0.00
22時34分06秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22時34分06秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22時34分06秒 veth0c9b2fa5      8.00      7.00      1.51      0.92      0.00      0.00      0.00      0.00
22時34分06秒 veth8c54fcdc     52.00     58.00      5.09      5.43      0.00      0.00      0.00      0.00
22時34分06秒 veth31d8334d   7437.00   7575.00   5186.86   4537.60      0.00      0.00      0.00      0.42
22時34分06秒 veth8017ce2c   5892.00   5934.00   2236.30   1552.99      0.00      0.00      0.00      0.18

22時34分06秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
22時34分07秒        lo     13.00     13.00      2.61      2.61      0.00      0.00      0.00      0.00
22時34分07秒     ens33  21396.00  19453.00   7094.36   8404.68      0.00      0.00      0.00      0.69
22時34分07秒      cni0  11727.00  12012.00   6503.02   5245.61      0.00      0.00      0.00      0.00
22時34分07秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
22時34分07秒 veth854270a4     10.00     12.00      3.25      1.31      0.00      0.00      0.00      0.00
22時34分07秒 veth0c9b2fa5     11.00     11.00      1.81      1.25      0.00      0.00      0.00      0.00
22時34分07秒 veth8c54fcdc     62.00     69.00     10.96     11.33      0.00      0.00      0.00      0.00
22時34分07秒 veth31d8334d   7153.00   7360.00   5218.90   4546.89      0.00      0.00      0.00      0.43
22時34分07秒 veth8017ce2c   6602.00   6669.00   2490.36   1745.77      0.00      0.00      0.00      0.20

22時34分07秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
22時34分08秒        lo     50.00     50.00     59.20     59.20      0.00      0.00      0.00      0.00
