69	3045
125	3046
16	3052
93	3050
54	3043
5	3051
100	3051
13	3043
91	3048
1	3045
20	3047
11	3045
87	3041
55	3052
89	3045
123	3041
99	3043
4	3048
77	3050
80	3048
95	3044
88	3049
33	3043
104	3044
34	3047
25	3046
37	3039
70	3047
113	3046
101	3052
67	3055
59	3044
83	3050
127	3053
31	3049
117	3044
84	3045
9	3045
109	3042
71	3039
23	3044
51	3043
107	3054
45	3048
106	3049
12	3048
30	3048
2	3049
94	3046
15	3052
73	3044
22	3044
96	3043
26	3046
46	3045
28	3043
40	3051
36	3048
111	3047
79	3042
105	3042
48	3046
19	3045
90	3041
7	3054
62	3042
41	3045
47	3046
72	3045
60	3043
82	3051
6	3041
8	3040
98	3044
57	3048
78	3047
35	3051
39	3050
18	3044
27	3048
122	3044
43	3046
108	3045
42	3045
75	3041
110	3045
10	3048
116	3046
49	3043
65	3047
44	3049
115	3043
114	3045
63	3046
81	3047
64	3048
124	3043
21	3052
103	3053
50	3045
68	3043
17	3048
56	3044
38	3050
119	3045
58	3047
53	3048
112	3047
61	3047
52	3038
32	3045
3	3047
74	3041
85	3046
128	3044
14	3048
102	3047
76	3039
66	3046
92	3045
24	3044
126	3048
29	3054
120	3043
86	3046
121	3049
118	3042
97	3040
