Linux 4.18.0-553.144.1.el8_10.x86_64 (g-test-poc-3) 	07/27/26 	_x86_64_	(4 CPU)

07:46:22     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:46:23     all    0.75    0.00    0.75    0.00    0.50    0.50    0.00    0.00    0.00   97.51
07:46:24     all    0.75    0.00    1.00    0.00    0.50    0.00    0.00    0.00    0.00   97.76
07:46:25     all    0.25    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.24
07:46:26     all    1.00    0.00    0.25    0.00    0.75    0.00    0.00    0.00    0.00   98.00
07:46:27     all    0.50    0.00    1.00    0.00    0.25    0.25    0.00    0.00    0.00   98.01
07:46:28     all    0.76    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.24
07:46:29     all    0.50    0.00    0.74    0.00    0.74    0.00    0.00    0.00    0.00   98.02
07:46:30     all    0.25    0.00    0.25    0.00    0.25    0.00    0.00    0.00    0.00   99.24
07:46:31     all    1.00    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   98.25
07:46:32     all    0.50    0.00    0.50    0.00    0.50    0.25    0.00    0.00    0.00   98.25
07:46:33     all    0.50    0.00    1.00    0.00    0.50    0.00    0.00    0.00    0.00   98.00
07:46:34     all    1.00    0.00    0.50    0.00    0.25    0.25    0.00    0.00    0.00   98.00
07:46:35     all    0.75    0.00    0.50    0.25    0.50    0.00    0.00    0.00    0.00   98.00
07:46:36     all    0.75    0.00    0.50    0.00    0.25    0.00    0.00    0.00    0.00   98.49
07:46:37     all    0.75    0.00    0.50    0.00    0.50    0.00    0.00    0.00    0.00   98.25
07:46:38     all    0.51    0.00    0.25    0.00    0.25    0.00    0.00    0.00    0.00   98.99
07:46:39     all    0.76    0.00    0.50    0.00    0.25    0.00    0.00    0.00    0.00   98.49
07:46:40     all    0.25    0.00    0.74    0.00    0.50    0.50    0.00    0.00    0.00   98.01
07:46:41     all    1.24    0.00    0.50    0.00    0.25    0.25    0.00    0.00    0.00   97.76
07:46:42     all    0.50    0.00    1.00    0.00    0.50    0.00    0.00    0.00    0.00   98.00
07:46:43     all    0.25    0.00    0.50    0.00    0.50    0.00    0.00    0.00    0.00   98.74
07:46:44     all    0.50    0.00    0.76    0.00    0.00    0.00    0.00    0.00    0.00   98.74
07:46:45     all    0.50    0.00    0.50    0.00    0.50    0.00    0.00    0.00    0.00   98.50
07:46:46     all    0.50    0.00    1.00    0.00    0.50    0.00    0.00    0.00    0.00   98.00
07:46:47     all    0.25    0.00    0.51    0.00    0.00    0.00    0.00    0.00    0.00   99.24
07:46:48     all    0.99    0.00    0.74    0.00    0.74    0.49    0.00    0.00    0.00   97.04
07:46:49     all    0.25    0.00    0.75    0.00    0.25    0.00    0.00    0.00    0.00   98.75
07:46:50     all    0.76    0.00    0.25    0.00    0.00    0.00    0.25    0.00    0.00   98.74
07:46:51     all    0.25    0.00    0.50    0.00    1.00    0.25    0.00    0.00    0.00   98.00
07:46:52     all    0.75    0.00    0.25    0.00    0.00    0.25    0.25    0.00    0.00   98.49
07:46:53     all    1.00    0.00    0.75    0.00    0.25    0.00    0.00    0.00    0.00   98.00
07:46:54     all    0.00    0.00    0.25    0.00    0.75    0.00    0.00    0.00    0.00   98.99
07:46:55     all    1.01    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   98.74
07:46:56     all    0.50    0.00    1.00    0.00    0.25    0.25    0.00    0.00    0.00   98.00
07:46:57     all    0.75    0.00    0.50    0.00    0.75    0.00    0.25    0.00    0.00   97.75
07:46:58     all    0.75    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.00
07:46:59     all    0.25    0.00    1.00    0.00    0.25    0.00    0.00    0.00    0.00   98.50
07:47:00     all    0.75    0.00    0.25    0.00    0.75    0.00    0.00    0.00    0.00   98.25
07:47:01     all    1.25    0.00    0.75    0.00    0.00    0.25    0.00    0.00    0.00   97.75
07:47:02     all    0.25    0.00    0.75    0.00    0.75    0.00    0.00    0.00    0.00   98.25
