Linux 4.18.0-553.144.1.el8_10.x86_64 (g-test-poc-1) 	07/27/26 	_x86_64_	(4 CPU)

07:46:22     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:46:23     all    2.51    0.00    2.01    0.50    0.75    0.25    0.00    0.00    0.00   93.97
07:46:24     all    3.03    0.00    2.02    0.25    0.25    0.25    0.00    0.00    0.00   94.19
07:46:25     all    2.76    0.00    2.26    0.25    0.00    0.50    0.00    0.00    0.00   94.22
07:46:26     all    2.74    0.00    2.00    0.50    1.00    0.00    0.25    0.00    0.00   93.52
07:46:27     all    3.27    0.00    2.01    0.50    0.00    0.75    0.00    0.00    0.00   93.47
07:46:28     all    2.74    0.00    2.24    0.50    1.00    0.00    0.00    0.00    0.00   93.52
07:46:29     all    2.03    0.00    1.52    0.25    0.00    0.00    0.00    0.00    0.00   96.19
07:46:30     all    2.26    0.00    1.25    0.50    0.25    1.00    0.00    0.00    0.00   94.74
07:46:31     all    3.26    0.00    2.76    0.25    0.75    0.00    0.00    0.00    0.00   92.98
07:46:32     all    2.76    0.00    2.01    0.75    0.25    0.50    0.00    0.00    0.00   93.73
07:46:33     all    3.02    0.00    2.01    0.00    0.75    0.00    0.00    0.00    0.00   94.22
07:46:34     all    2.78    0.00    2.02    0.25    0.25    0.25    0.00    0.00    0.00   94.44
07:46:35     all    2.49    0.00    2.49    0.50    0.50    0.75    0.00    0.00    0.00   93.28
07:46:36     all    2.03    0.00    1.52    0.51    0.25    0.00    0.00    0.00    0.00   95.70
07:46:37     all    2.27    0.00    1.76    0.25    0.50    0.00    0.00    0.00    0.00   95.21
07:46:38     all    2.50    0.00    1.75    0.25    0.50    0.50    0.00    0.00    0.00   94.50
07:46:39     all    2.74    0.00    2.24    0.50    0.50    0.25    0.00    0.00    0.00   93.77
07:46:40     all    2.76    0.00    2.26    0.25    0.25    0.50    0.00    0.00    0.00   93.97
07:46:41     all    2.78    0.00    1.52    0.51    0.76    0.25    0.00    0.00    0.00   94.19
07:46:42     all    3.03    0.00    1.77    0.51    0.00    0.25    0.00    0.00    0.00   94.44
07:46:43     all    3.27    0.00    1.76    0.25    0.76    0.25    0.00    0.00    0.00   93.70
07:46:44     all    1.99    0.00    1.74    0.75    0.25    0.25    0.00    0.00    0.00   95.02
07:46:45     all    2.77    0.00    2.52    0.00    0.50    0.50    0.00    0.00    0.00   93.70
07:46:46     all    2.99    0.00    1.75    0.50    0.50    0.50    0.50    0.00    0.00   93.27
07:46:47     all    2.77    0.00    2.27    0.50    0.50    0.00    0.00    0.00    0.00   93.95
07:46:48     all    3.26    0.00    2.26    0.25    0.50    0.25    0.00    0.00    0.00   93.48
07:46:49     all    2.30    0.00    1.53    0.51    0.00    0.26    0.00    0.00    0.00   95.41
07:46:50     all    2.99    0.00    2.74    0.50    0.75    0.75    0.00    0.00    0.00   92.29
07:46:51     all    1.50    0.00    1.25    0.25    0.25    0.00    0.00    0.00    0.00   96.74
07:46:52     all    2.51    0.00    1.51    0.50    0.75    0.25    0.00    0.00    0.00   94.47
07:46:53     all    3.07    0.00    1.79    0.51    0.00    0.26    0.00    0.00    0.00   94.37
07:46:54     all    1.99    0.00    1.24    0.25    0.50    0.00    0.00    0.00    0.00   96.02
07:46:55     all    2.76    0.00    2.01    0.50    0.50    0.50    0.25    0.00    0.00   93.48
07:46:56     all    1.75    0.00    1.25    0.00    0.50    0.50    0.00    0.00    0.00   95.99
07:46:57     all    2.76    0.00    1.51    0.50    0.50    0.00    0.00    0.00    0.00   94.72
07:46:58     all    3.01    0.00    2.51    0.75    0.25    0.50    0.00    0.00    0.00   92.98
07:46:59     all    4.05    0.00    3.54    0.00    1.01    0.25    0.00    0.00    0.00   91.14
07:47:00     all    1.00    0.00    1.00    0.75    0.00    0.25    0.00    0.00    0.00   97.00
07:47:01     all    2.03    0.00    1.27    0.25    0.25    0.25    0.00    0.00    0.00   95.95
07:47:02     all    1.48    0.00    1.23    0.49    0.74    0.25    0.25    0.00    0.00   95.57
07:47:03     all    1.53    0.00    1.28    0.00    0.26    0.00    0.00    0.00    0.00   96.94
07:47:04     all    2.76    0.00    1.76    0.75    0.25    0.25    0.00    0.00    0.00   94.22
07:47:05     all    2.26    0.00    2.01    0.50    0.50    0.50    0.00    0.00    0.00   94.24
07:47:06     all    2.02    0.00    2.02    0.00    0.51    0.00    0.00    0.00    0.00   95.45
07:47:07     all    1.50    0.00    1.00    0.50    0.50    0.50    0.00    0.00    0.00   96.01
07:47:08     all    2.24    0.00    1.50    0.50    0.50    0.25    0.00    0.00    0.00   95.01
07:47:09     all    1.52    0.00    0.76    0.00    0.00    0.00    0.00    0.00    0.00   97.72
07:47:10     all    3.00    0.00    2.75    0.25    1.00    0.50    0.00    0.00    0.00   92.50
07:47:11     all    2.78    0.00    1.27    0.51    0.00    0.25    0.00    0.00    0.00   95.19
