Linux 4.18.0-553.124.1.el8_10.x86_64 (l-test-poc-1) 	西元2026年06月08日 	_x86_64_	(4 CPU)

23時44分12秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
23時44分13秒        lo     23.00     23.00      2.42      2.42      0.00      0.00      0.00      0.00
23時44分13秒     ens33  26948.00  24686.00   9350.55  10775.36      0.00      0.00      0.00      0.88
23時44分13秒      cni0  12757.00  12862.00   7170.53   5767.58      0.00      0.00      0.00      0.00
23時44分13秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23時44分13秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23時44分13秒 veth0c9b2fa5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23時44分13秒 veth8c54fcdc     56.00     66.00      7.61      6.27      0.00      0.00      0.00      0.00
23時44分13秒 veth31d8334d   7841.00   7636.00   5067.62   4776.19      0.00      0.00      0.00      0.42
23時44分13秒 veth8017ce2c   7124.00   7423.00   3402.60   2117.80      0.00      0.00      0.00      0.28

23時44分13秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
23時44分14秒        lo     29.70     29.70      4.33      4.33      0.00      0.00      0.00      0.00
23時44分14秒     ens33  29845.54  27189.11  10922.45  11297.81      0.00      0.00      0.00      0.93
23時44分14秒      cni0  14101.98  13837.62   8141.96   7791.43      0.00      0.00      0.00      0.00
23時44分14秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23時44分14秒 veth854270a4     25.74     24.75      5.88      2.46      0.00      0.00      0.00      0.00
23時44分14秒 veth0c9b2fa5     11.88     11.88      1.85      1.41      0.00      0.00      0.00      0.00
23時44分14秒 veth8c54fcdc    162.38    182.18     21.80     23.59      0.00      0.00      0.00      0.00
23時44分14秒 veth31d8334d   9295.05   8725.74   6317.62   6740.83      0.00      0.00      0.00      0.55
23時44分14秒 veth8017ce2c   6856.44   7146.53   3213.87   2250.24      0.00      0.00      0.00      0.26

23時44分14秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
23時44分15秒        lo      4.00      4.00      0.80      0.80      0.00      0.00      0.00      0.00
23時44分15秒     ens33  28598.00  26722.00  10351.92  11066.83      0.00      0.00      0.00      0.91
23時44分15秒      cni0  13701.00  12865.00   7960.57   7263.45      0.00      0.00      0.00      0.00
23時44分15秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23時44分15秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23時44分15秒 veth0c9b2fa5      6.00      6.00      1.34      0.81      0.00      0.00      0.00      0.00
23時44分15秒 veth8c54fcdc     48.00     52.00      5.04      9.64      0.00      0.00      0.00      0.00
23時44分15秒 veth31d8334d   9889.00   8878.00   6523.90   6413.76      0.00      0.00      0.00      0.53
23時44分15秒 veth8017ce2c   5571.00   5739.00   2539.90   1760.89      0.00      0.00      0.00      0.21

23時44分15秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
23時44分16秒        lo     15.00     15.00      1.68      1.68      0.00      0.00      0.00      0.00
23時44分16秒     ens33  27874.00  25582.00  10228.32  11800.25      0.00      0.00      0.00      0.97
23時44分16秒      cni0  14940.00  14442.00   9247.89   7700.29      0.00      0.00      0.00      0.00
23時44分16秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23時44分16秒 veth854270a4     11.00     12.00      3.34      1.31      0.00      0.00      0.00      0.00
23時44分16秒 veth0c9b2fa5     29.00     29.00      5.84      3.69      0.00      0.00      0.00      0.00
23時44分16秒 veth8c54fcdc    110.00    120.00     13.68     13.15      0.00      0.00      0.00      0.00
23時44分16秒 veth31d8334d   9370.00   8580.00   7182.87   6554.19      0.00      0.00      0.00      0.59
23時44分16秒 veth8017ce2c   8396.00   8676.00   3850.08   2733.71      0.00      0.00      0.00      0.32

23時44分16秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
23時44分17秒        lo     14.00     14.00      1.74      1.74      0.00      0.00      0.00      0.00
23時44分17秒     ens33  31471.00  28991.00  11430.04  12313.18      0.00      0.00      0.00      1.01
23時44分17秒      cni0  16552.00  15958.00   9325.98   8481.59      0.00      0.00      0.00      0.00
23時44分17秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23時44分17秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23時44分17秒 veth0c9b2fa5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
