Linux 4.18.0-553.124.1.el8_10.x86_64 (l-test-poc-2) 	西元2026年06月19日 	_x86_64_	(4 CPU)

01時25分53秒  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01時26分37秒  all   24.23    0.00    9.79    7.47    1.29    2.06    0.00    0.00    0.00   55.15
01時26分38秒  all   25.13    0.00    7.61    6.60    1.02    2.28    0.00    0.00    0.00   57.36
01時26分39秒  all   25.44    0.00    9.07    6.80    1.26    2.27    0.00    0.00    0.00   55.16
01時26分40秒  all   22.70    0.00    8.42    6.63    1.28    2.04    0.00    0.00    0.00   58.93
01時26分41秒  all   23.47    0.00    8.16    7.14    1.28    2.30    0.00    0.00    0.00   57.65
01時26分42秒  all   25.64    0.00    7.95    7.18    1.03    2.05    0.00    0.00    0.00   56.15
01時26分43秒  all   25.58    0.00    8.79    7.24    1.29    2.07    0.00    0.00    0.00   55.04
01時26分44秒  all   27.18    0.00    8.46    6.15    1.28    2.31    0.00    0.00    0.00   54.62
01時26分45秒  all   27.20    0.00   10.33    7.81    1.51    2.52    0.00    0.00    0.00   50.63
01時26分46秒  all   25.13    0.00    8.97    6.15    1.28    2.56    0.00    0.00    0.00   55.90
01時26分47秒  all   24.74    0.00    8.25    7.99    1.03    2.06    0.00    0.00    0.00   55.93
01時26分48秒  all   25.26    0.00    9.18    6.38    1.28    2.30    0.00    0.00    0.00   55.61
01時26分49秒  all   25.65    0.00    7.77    6.99    1.30    2.33    0.00    0.00    0.00   55.96
01時26分50秒  all   26.34    0.00    8.70    7.16    1.28    2.05    0.00    0.00    0.00   54.48
01時26分51秒  all   24.37    0.00    9.14    7.11    0.76    2.28    0.00    0.00    0.00   56.35
01時26分52秒  all   26.03    0.00    7.99    6.44    1.55    2.32    0.00    0.00    0.00   55.67
01時26分53秒  all   21.43    0.00    7.91    5.87    0.77    1.79    0.00    0.00    0.00   62.24
01時26分54秒  all    2.26    0.00    1.25    0.00    0.50    0.00    0.00    0.00    0.00   95.99
01時26分55秒  all    1.25    0.00    0.75    0.00    0.50    0.50    0.00    0.00    0.00   97.00
01時26分56秒  all    1.00    0.00    0.50    0.25    0.00    0.25    0.00    0.00    0.00   97.99
01時26分57秒  all    1.50    0.00    1.00    0.00    0.00    0.25    0.00    0.00    0.00   97.24
01時26分58秒  all    1.01    0.00    0.50    0.00    0.50    0.00    0.00    0.00    0.00   97.98
平均時間：  all   22.61    0.00    8.11    6.28    1.14    2.08    0.00    0.00    0.00   59.78
