Linux 4.18.0-553.129.1.el8_10.x86_64 (g-test-poc-3) 	06/18/26 	_x86_64_	(4 CPU)

18:05:19     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
18:05:20     all   17.81    0.00    7.89   16.28    3.31    2.54    0.51    0.00    0.00   51.65
18:05:21     all   16.07    0.00    6.38   15.05    2.30    2.55    0.51    0.00    0.00   57.14
18:05:22     all   16.24    0.00    6.09   14.47    2.54    2.28    0.00    0.00    0.00   58.38
18:05:23     all   17.14    0.00    6.49   16.36    2.86    2.34    0.00    0.00    0.00   54.81
18:05:24     all   15.90    0.00    6.15   14.36    2.56    2.05    0.26    0.00    0.00   58.72
18:05:25     all   17.22    0.00    6.43   15.94    2.57    2.31    0.26    0.00    0.00   55.27
18:05:26     all   19.29    0.00    7.36   15.48    2.28    2.28    0.51    0.00    0.00   52.79
18:05:27     all   32.82    0.00    8.40   18.32    3.31    2.29    0.00    0.00    0.00   34.86
18:05:28     all   23.71    0.00    8.51   16.75    2.58    2.32    0.00    0.00    0.00   46.13
18:05:29     all   17.01    0.00    6.60   14.97    3.05    2.03    0.00    0.00    0.00   56.35
18:05:30     all   16.58    0.00    7.14   16.07    2.30    2.55    0.00    0.00    0.00   55.36
18:05:31     all   16.54    0.00    7.12   15.27    2.80    2.04    0.76    0.00    0.00   55.47
18:05:32     all   15.06    0.00    5.97   15.32    2.34    2.34    0.00    0.00    0.00   58.96
18:05:33     all   15.17    0.00    5.91   15.68    2.83    2.31    0.26    0.00    0.00   57.84
18:05:34     all   13.37    0.00    6.43   14.65    2.06    2.31    0.00    0.00    0.00   61.18
18:05:35     all   15.37    0.00    6.30   14.61    2.52    2.02    0.76    0.00    0.00   58.44
18:05:36     all   17.14    0.00    7.93   15.60    2.30    2.56    0.00    0.00    0.00   54.48
18:05:37     all   16.96    0.00    6.58   14.94    3.29    2.28    0.00    0.00    0.00   55.95
18:05:38     all   16.41    0.00    6.57   14.90    2.27    2.27    0.25    0.00    0.00   57.32
18:05:39     all   14.25    0.00    5.96   14.25    2.59    1.81    0.26    0.00    0.00   60.88
18:05:40     all   14.58    0.00    6.14   14.07    2.30    2.56    0.51    0.00    0.00   59.85
18:05:41     all   17.35    0.00    7.14   15.82    3.06    2.30    0.00    0.00    0.00   54.34
18:05:42     all   16.97    0.00    5.74   15.93    2.35    2.35    0.00    0.00    0.00   56.66
18:05:43     all   14.95    0.00    5.93   15.21    2.58    2.06    0.00    0.00    0.00   59.28
18:05:44     all   13.52    0.00    5.36   12.24    2.04    2.04    0.51    0.00    0.00   64.29
18:05:45     all   19.04    0.00    7.36   16.24    3.05    2.54    0.25    0.00    0.00   51.52
18:05:46     all   20.00    0.00    7.95   16.41    2.82    2.82    0.26    0.00    0.00   49.74
18:05:47     all   12.21    0.00    5.34   10.69    2.29    1.78    0.00    0.00    0.00   67.68
18:05:48     all   18.30    0.00    7.47   15.46    2.06    1.80    0.00    0.00    0.00   54.90
18:05:49     all   15.37    0.00    6.80   14.61    2.77    2.02    0.25    0.00    0.00   58.19
18:05:50     all   18.37    0.00    6.89   16.07    2.81    2.55    0.51    0.00    0.00   52.81
18:05:51     all   15.76    0.00    6.46   14.99    2.58    2.33    0.00    0.00    0.00   57.88
18:05:52     all   29.20    0.00    7.75   18.86    2.84    2.33    0.26    0.00    0.00   38.76
18:05:53     all   22.22    0.00    6.46   16.54    2.33    1.81    0.00    0.00    0.00   50.65
18:05:54     all   15.90    0.00    6.92   16.41    3.08    2.31    0.26    0.00    0.00   55.13
18:05:55     all   18.72    0.00    6.15   15.90    2.82    2.56    0.00    0.00    0.00   53.85
18:05:56     all   15.86    0.00    6.91   14.83    2.30    2.05    0.51    0.00    0.00   57.54
18:05:57     all   18.37    0.00    7.14   16.07    2.81    2.55    0.26    0.00    0.00   52.81
18:05:58     all   14.68    0.00    7.34   14.43    2.78    2.53    0.25    0.00    0.00   57.97
18:05:59     all   16.62    0.00    6.65   15.86    2.56    2.05    0.26    0.00    0.00   56.01
18:06:00     all   15.60    0.00    6.65   14.83    2.56    2.56    0.26    0.00    0.00   57.54
18:06:01     all   15.99    0.00    6.35   15.74    2.28    1.78    0.25    0.00    0.00   57.61
18:06:02     all   18.18    0.00    6.75   16.62    3.38    2.60    0.00    0.00    0.00   52.47
18:06:03     all   17.65    0.00    7.42   16.11    2.56    2.56    0.26    0.00    0.00   53.45
18:06:04     all   14.83    0.00    5.63   14.07    2.30    2.05    0.26    0.00    0.00   60.87
18:06:05     all   16.80    0.00    6.20   16.02    2.84    2.58    0.26    0.00    0.00   55.30
18:06:06     all   17.27    0.00    7.47   15.72    2.32    2.32    0.00    0.00    0.00   54.90
18:06:07     all   15.46    0.00    6.96   15.72    2.84    2.32    0.26    0.00    0.00   56.44
18:06:08     all   16.92    0.00    6.41   15.64    2.56    2.31    0.26    0.00    0.00   55.90
18:06:09     all   17.57    0.00    6.72   15.76    2.58    2.33    0.00    0.00    0.00   55.04
18:06:10     all   15.46    0.00    5.93   14.95    2.84    2.06    0.26    0.00    0.00   58.51
18:06:11     all   13.74    0.00    5.60   13.74    2.54    1.78    0.25    0.00    0.00   62.34
18:06:12     all   15.82    0.00    5.61   15.05    2.30    2.55    0.26    0.00    0.00   58.42
18:06:13     all   17.01    0.00    7.11   16.24    2.54    2.28    0.25    0.00    0.00   54.57
18:06:14     all   15.25    0.00    7.24   14.73    2.33    2.07    0.00    0.00    0.00   58.40
18:06:15     all   15.42    0.00    6.68   14.65    2.31    2.06    0.00    0.00    0.00   58.87
18:06:16     all   26.40    0.00    7.11   17.51    3.05    2.28    0.25    0.00    0.00   43.40
18:06:17     all   27.42    0.00    8.09   17.49    2.87    1.83    0.00    0.00    0.00   42.30
18:06:18     all   15.90    0.00    6.92   15.38    2.56    2.31    0.26    0.00    0.00   56.67
18:06:19     all   13.30    0.00    5.37   13.30    2.05    2.05    0.51    0.00    0.00   63.43
18:06:20     all    3.30    0.00    2.03    1.02    1.02    0.00    0.00    0.00    0.00   92.64
18:06:21     all    1.76    0.00    1.26    0.00    0.75    0.25    0.00    0.00    0.00   95.98
18:06:22     all    1.75    0.00    1.25    1.25    0.75    0.50    0.00    0.00    0.00   94.50
