Linux 4.18.0-425.3.1.el8.x86_64 (l-dbm-labroom-1) 	西元2026年07月18日 	_x86_64_	(4 CPU)

00時01分32秒  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
00時01分33秒  all   34.52    0.00   18.78    0.00    0.51    0.25    0.00    0.00    0.00   45.94
00時01分34秒  all   31.57    0.00   21.46    0.00    0.51    0.76    0.00    0.00    0.00   45.71
00時01分35秒  all   30.73    0.00   21.91    0.00    1.01    0.25    0.00    0.00    0.00   46.10
00時01分36秒  all   27.64    0.00   15.08    0.00    0.25    0.75    0.00    0.00    0.00   56.28
00時01分37秒  all   32.14    0.00   21.17    0.00    0.77    0.26    0.00    0.00    0.00   45.66
00時01分38秒  all   30.38    0.00   21.27    0.00    0.51    0.00    0.00    0.00    0.00   47.85
00時01分39秒  all   29.57    0.00   21.80    0.00    0.50    1.00    0.00    0.00    0.00   47.12
00時01分40秒  all   29.11    0.00   14.43    0.00    0.76    0.00    0.00    0.00    0.00   55.70
00時01分41秒  all   30.48    0.00   21.41    0.00    0.50    0.76    0.00    0.00    0.00   46.85
00時01分42秒  all   29.22    0.00   21.66    0.00    0.76    0.25    0.00    0.00    0.00   48.11
00時01分43秒  all   29.80    0.00   14.90    0.00    0.51    0.00    0.00    0.00    0.00   54.80
00時01分44秒  all   31.14    0.00   21.01    0.00    0.51    1.01    0.00    0.00    0.00   46.33
00時01分45秒  all   29.44    0.00   21.83    0.00    0.76    0.00    0.00    0.00    0.00   47.97
00時01分46秒  all   27.16    0.00    8.88    0.00    0.51    0.25    0.00    0.00    0.00   63.20
00時01分47秒  all   29.97    0.00   21.91    0.00    0.50    0.76    0.00    0.00    0.00   46.85
00時01分48秒  all   29.82    0.00   21.80    0.00    0.50    0.25    0.00    0.00    0.00   47.62
00時01分49秒  all   30.61    0.00   16.07    0.00    0.77    0.51    0.00    0.00    0.00   52.04
00時01分50秒  all   25.94    0.00   11.84    0.00    0.25    0.25    0.00    0.00    0.00   61.71
00時01分51秒  all   29.62    0.00   21.01    0.00    1.01    0.25    0.00    0.00    0.00   48.10
00時01分52秒  all   31.98    0.00   20.81    0.00    0.51    0.76    0.00    0.00    0.00   45.94
00時01分53秒  all   29.44    0.00   17.01    0.00    0.51    0.25    0.00    0.00    0.00   52.79
00時01分54秒  all   24.43    0.00    4.53    0.00    0.25    0.00    0.00    0.00    0.00   70.78
00時01分55秒  all   22.67    0.00    6.30    0.00    0.76    0.00    0.00    0.00    0.00   70.28
00時01分56秒  all   32.41    0.00   21.52    0.00    0.51    0.76    0.00    0.00    0.00   44.81
00時01分57秒  all   30.71    0.00   20.56    0.00    0.51    0.25    0.00    0.00    0.00   47.97
00時01分58秒  all   28.82    0.00   20.30    0.00    0.75    0.50    0.00    0.00    0.00   49.62
00時01分59秒  all   26.90    0.00    6.85    0.00    0.25    0.25    0.00    0.00    0.00   65.74
00時02分00秒  all   25.13    0.00    9.80    0.00    0.75    0.25    0.00    0.00    0.00   64.07
00時02分01秒  all   27.46    0.00   12.59    0.00    0.50    0.76    0.00    0.00    0.00   58.69
00時02分02秒  all   29.37    0.00    8.10    0.00    0.76    1.77    0.00    0.00    0.00   60.00
00時02分03秒  all   23.16    0.00    6.62    0.00    1.02    1.78    0.00    0.00    0.00   67.43
00時02分04秒  all   26.07    0.00    8.02    0.00    1.00    2.01    0.00    0.00    0.00   62.91
00時02分05秒  all   23.48    0.00    8.08    0.00    1.01    1.52    0.00    0.00    0.00   65.91
00時02分06秒  all   24.62    0.00    7.04    0.00    1.01    1.76    0.00    0.00    0.00   65.58
00時02分07秒  all   26.32    0.00    8.02    0.00    1.00    1.75    0.00    0.00    0.00   62.91
00時02分08秒  all   23.06    0.00    7.02    0.00    0.75    1.50    0.00    0.00    0.00   67.67
00時02分09秒  all   24.49    0.00    5.87    0.00    0.77    1.28    0.00    0.00    0.00   67.60
00時02分10秒  all   26.84    0.00    7.09    0.00    0.76    1.52    0.00    0.00    0.00   63.80
00時02分11秒  all   22.50    0.00    7.75    0.00    1.00    1.75    0.00    0.00    0.00   67.00
00時02分12秒  all   23.16    0.00    7.12    0.00    1.02    1.78    0.00    0.00    0.00   66.92
00時02分13秒  all   26.63    0.00    8.29    0.00    1.01    1.76    0.00    0.00    0.00   62.31
00時02分14秒  all   23.41    0.00    7.38    0.00    1.02    1.78    0.00    0.00    0.00   66.41
00時02分15秒  all   25.51    0.00    7.58    0.00    1.01    2.02    0.00    0.00    0.00   63.89
00時02分16秒  all   23.04    0.00    7.34    0.00    1.01    1.52    0.00    0.00    0.00   67.09
00時02分17秒  all   23.06    0.00    7.52    0.00    0.75    1.75    0.00    0.00    0.00   66.92
00時02分18秒  all   25.51    0.00    8.42    0.00    1.02    1.79    0.00    0.00    0.00   63.27
00時02分19秒  all   23.23    0.00    7.32    0.00    1.01    2.02    0.00    0.00    0.00   66.41
00時02分20秒  all   27.62    0.00    8.70    0.00    0.77    1.28    0.00    0.00    0.00   61.64
00時02分21秒  all   26.43    0.00    7.73    0.00    1.00    2.00    0.00    0.00    0.00   62.84
00時02分22秒  all   21.48    0.00    6.65    0.00    1.02    1.28    0.00    0.00    0.00   69.57
00時02分23秒  all   23.87    0.00    6.78    0.00    0.75    2.01    0.00    0.00    0.00   66.58
00時02分24秒  all   24.43    0.00    8.91    0.00    1.02    1.53    0.00    0.00    0.00   64.12
00時02分25秒  all   23.72    0.00    7.65    0.26    0.77    1.53    0.00    0.00    0.00   66.07
00時02分26秒  all   25.94    0.00    7.98    0.00    1.00    2.00    0.00    0.00    0.00   63.09
00時02分27秒  all   24.18    0.00    7.05    0.00    0.76    1.76    0.00    0.00    0.00   66.25
00時02分28秒  all   23.17    0.00    7.30    0.00    1.01    1.51    0.00    0.00    0.00   67.00
00時02分29秒  all   27.27    0.00    6.31    0.00    0.76    1.77    0.00    0.00    0.00   63.89
00時02分30秒  all   23.04    0.00    7.09    0.00    1.01    1.52    0.00    0.00    0.00   67.34
00時02分31秒  all   22.84    0.00    7.11    0.00    0.76    1.52    0.00    0.00    0.00   67.77
00時02分32秒  all   26.58    0.00    7.34    0.00    1.01    1.52    0.00    0.00    0.00   63.54
00時02分33秒  all    7.50    0.00    4.00    0.25    0.75    2.00    0.00    0.00    0.00   85.50
00時02分34秒  all    2.77    0.00    3.53    0.00    1.26    1.76    0.00    0.00    0.00   90.68
00時02分35秒  all    2.78    0.00    3.29    0.00    0.25    2.28    0.00    0.00    0.00   91.39
00時02分36秒  all    2.02    0.00    2.02    0.00    1.01    1.01    0.00    0.00    0.00   93.94
00時02分37秒  all    2.53    0.00    2.78    0.00    0.25    2.02    0.00    0.00    0.00   92.42
