Linux 4.18.0-553.124.1.el8_10.x86_64 (l-test-poc-1) 	西元2026年06月08日 	_x86_64_	(4 CPU)

20時06分25秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20時06分26秒        lo      2.00      2.00      0.25      0.25      0.00      0.00      0.00      0.00
20時06分26秒     ens33  31979.00  27836.00  10714.36  15471.63      0.00      0.00      0.00      1.27
20時06分26秒      cni0  13944.00  15340.00  12143.78   7403.95      0.00      0.00      0.00      0.00
20時06分26秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
20時06分26秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
20時06分26秒 veth0c9b2fa5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
20時06分26秒 vethba68c3a0   3588.00   3761.00    446.88    441.93      0.00      0.00      0.00      0.04
20時06分26秒 veth0a72e473   6383.00   7907.00  10635.31   6910.10      0.00      0.00      0.00      0.87
20時06分26秒 veth575532b7   8242.00   7939.00   3632.23   2431.75      0.00      0.00      0.00      0.30

20時06分26秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20時06分27秒        lo     10.00     10.00      1.43      1.43      0.00      0.00      0.00      0.00
20時06分27秒     ens33  29256.00  25176.00  10002.61  13309.20      0.00      0.00      0.00      1.09
20時06分27秒      cni0  12461.00  13888.00  10315.10   7009.98      0.00      0.00      0.00      0.00
20時06分27秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
20時06分27秒 veth854270a4     11.00     14.00      3.36      1.44      0.00      0.00      0.00      0.00
20時06分27秒 veth0c9b2fa5     11.00     11.00      1.81      1.25      0.00      0.00      0.00      0.00
20時06分27秒 vethba68c3a0   3425.00   3562.00    420.75    418.16      0.00      0.00      0.00      0.03
20時06分27秒 veth0a72e473   5558.00   7239.00   8962.29   6581.46      0.00      0.00      0.00      0.73
20時06分27秒 veth575532b7   7950.00   7555.00   3433.35   2333.55      0.00      0.00      0.00      0.28

20時06分27秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
20時06分28秒        lo     28.00     28.00      3.46      3.46      0.00      0.00      0.00      0.00
20時06分28秒     ens33  32736.00  28424.00  11644.75  15669.74      0.00      0.00      0.00      1.28
