Linux 4.18.0-553.139.1.el8_10.x86_64 (g-test-poc-3) 	07/08/26 	_x86_64_	(4 CPU)

08:40:06     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:40:07     all    1.25    0.00    1.00    0.00    0.75    0.00    0.25    0.00    0.00   96.75
08:40:08     all    0.75    0.00    1.00    0.00    0.50    0.00    0.00    0.00    0.00   97.74
08:40:09     all    0.75    0.00    0.25    0.50    0.25    0.25    0.00    0.00    0.00   97.99
08:40:10     all    0.50    0.00    0.50    0.00    0.50    0.00    0.00    0.00    0.00   98.49
08:40:11     all    0.50    0.00    0.75    0.50    0.25    0.50    0.00    0.00    0.00   97.50
08:40:12     all    1.00    0.00    0.75    0.00    0.75    0.00    0.00    0.00    0.00   97.49
08:40:13     all    0.76    0.00    0.51    0.00    0.00    0.25    0.00    0.00    0.00   98.48
08:40:14     all    0.75    0.00    0.75    0.25    0.50    0.25    0.00    0.00    0.00   97.50
08:40:15     all    0.50    0.00    0.75    0.25    0.50    0.00    0.00    0.00    0.00   97.99
08:40:16     all    0.76    0.00    0.50    0.00    0.50    0.25    0.00    0.00    0.00   97.98
08:40:17     all    0.50    0.00    0.50    0.00    0.50    0.00    0.00    0.00    0.00   98.50
08:40:18     all    0.50    0.00    0.50    0.50    0.00    0.00    0.00    0.00    0.00   98.49
08:40:19     all    0.50    0.00    0.75    0.00    0.50    0.50    0.00    0.00    0.00   97.76
08:40:20     all    1.01    0.00    0.50    0.25    0.50    0.00    0.00    0.00    0.00   97.74
08:40:21     all    0.50    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   98.74
08:40:22     all    0.50    0.00    0.50    0.00    0.75    0.00    0.25    0.00    0.00   98.00
08:40:23     all    0.75    0.00    0.50    0.50    0.25    0.25    0.25    0.00    0.00   97.51
08:40:24     all    0.75    0.00    1.00    0.00    0.75    0.25    0.00    0.00    0.00   97.24
08:40:25     all    0.50    0.00    0.76    0.25    0.25    0.00    0.00    0.00    0.00   98.24
08:40:26     all    0.76    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   98.74
08:40:27     all    0.25    0.00    0.25    0.25    0.75    0.25    0.00    0.00    0.00   98.25
08:40:28     all    1.00    0.00    0.75    0.00    0.25    0.50    0.00    0.00    0.00   97.51
08:40:29     all    0.50    0.00    0.50    0.00    0.50    0.00    0.25    0.00    0.00   98.25
08:40:30     all    0.50    0.00    0.76    0.25    0.25    0.25    0.00    0.00    0.00   97.98
08:40:31     all    1.00    0.00    0.50    0.00    0.25    0.00    0.00    0.00    0.00   98.25
08:40:32     all    0.75    0.00    0.75    0.00    0.75    0.00    0.00    0.00    0.00   97.75
08:40:33     all    0.50    0.00    0.50    0.25    0.25    0.00    0.00    0.00    0.00   98.49
08:40:34     all    0.99    0.00    0.99    0.50    0.50    0.50    0.25    0.00    0.00   96.28
08:40:35     all    0.75    0.00    0.50    0.25    0.25    0.25    0.00    0.00    0.00   98.00
08:40:36     all    0.76    0.00    0.50    0.00    0.76    0.00    0.00    0.00    0.00   97.98
08:40:37     all    0.75    0.00    0.75    0.00    0.25    0.00    0.00    0.00    0.00   98.24
08:40:38     all    0.25    0.00    0.50    0.00    0.25    0.25    0.00    0.00    0.00   98.74
08:40:39     all    0.50    0.00    0.50    0.00    0.50    0.00    0.00    0.00    0.00   98.49
08:40:40     all    0.75    0.00    0.50    0.50    0.25    0.50    0.00    0.00    0.00   97.49
08:40:41     all    1.00    0.00    0.75    0.25    0.25    0.25    0.00    0.00    0.00   97.50
08:40:42     all    0.50    0.00    0.50    0.50    0.75    0.00    0.00    0.00    0.00   97.75
08:40:43     all    0.50    0.00    0.75    0.25    0.25    0.00    0.00    0.00    0.00   98.25
08:40:44     all    1.26    0.00    1.01    0.00    0.75    0.25    0.00    0.00    0.00   96.73
08:40:45     all    0.75    0.00    0.75    0.25    0.25    0.25    0.00    0.00    0.00   97.75
08:40:46     all    0.76    0.00    0.00    0.00    0.50    0.00    0.00    0.00    0.00   98.74
08:40:47     all    0.75    0.00    1.00    0.00    0.25    0.25    0.25    0.00    0.00   97.51
08:40:48     all    0.76    0.00    0.25    0.00    0.25    0.25    0.25    0.00    0.00   98.23
08:40:49     all    0.50    0.00    0.50    0.25    0.75    0.00    0.00    0.00    0.00   97.99
08:40:50     all    0.75    0.00    0.25    0.00    0.25    0.25    0.00    0.00    0.00   98.49
08:40:51     all    0.00    0.00    0.50    0.25    0.25    0.25    0.00    0.00    0.00   98.75
08:40:52     all    1.01    0.00    0.25    0.00    0.76    0.00    0.00    0.00    0.00   97.98
08:40:53     all    0.75    0.00    1.00    0.25    0.00    0.00    0.00    0.00    0.00   97.99
08:40:54     all    0.50    0.00    0.50    0.00    0.50    0.25    0.25    0.00    0.00   97.98
08:40:55     all    1.00    0.00    0.75    0.50    0.50    0.00    0.00    0.00    0.00   97.26
08:40:56     all    0.50    0.00    0.25    0.25    0.25    0.50    0.00    0.00    0.00   98.24
08:40:57     all    0.99    0.00    0.74    0.00    0.74    0.25    0.00    0.00    0.00   97.27
08:40:58     all    0.25    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.49
08:40:59     all    0.50    0.00    0.75    0.25    0.50    0.25    0.00    0.00    0.00   97.76
08:41:00     all    1.25    0.00    0.25    0.00    0.50    0.00    0.25    0.00    0.00   97.74
08:41:01     all    0.51    0.00    0.51    0.25    0.25    0.00    0.00    0.00    0.00   98.48
08:41:02     all    0.75    0.00    0.75    0.25    0.50    0.25    0.00    0.00    0.00   97.50
08:41:03     all    0.00    0.00    0.25    0.25    0.25    0.00    0.00    0.00    0.00   99.24
08:41:04     all    1.49    0.00    0.99    0.00    0.50    0.74    0.00    0.00    0.00   96.28
08:41:05     all    2.27    0.00    3.54    0.25    0.76    0.00    0.00    0.00    0.00   93.18
08:41:06     all    0.25    0.00    0.25    0.00    0.25    0.00    0.00    0.00    0.00   99.24
08:41:07     all    1.50    0.00    2.24    0.00    0.50    0.25    0.00    0.00    0.00   95.51
08:41:08     all    0.75    0.00    0.75    0.00    0.50    0.25    0.00    0.00    0.00   97.74
08:41:09     all    0.50    0.00    0.25    0.50    0.25    0.25    0.00    0.00    0.00   98.25
08:41:10     all    0.50    0.00    1.00    0.00    0.50    0.00    0.00    0.00    0.00   98.00
08:41:11     all    1.01    0.00    1.01    0.50    0.25    0.25    0.00    0.00    0.00   96.98
Average:     all    0.72    0.00    0.67    0.15    0.41    0.16    0.03    0.00    0.00   97.85
