ts_ns,query_type,latency_ms
1783500006304318027,select,7.941
1783500006315668252,update,24.085
1783500006445137451,select,9.041
1783500006458190178,update,22.277
1783500006585748459,select,8.002
1783500006597003922,update,21.751
1783500006723120443,select,9.887
1783500006735889604,update,21.591
1783500006862148753,select,8.577
1783500006873755416,update,21.138
1783500006999536238,select,6.984
1783500007010039436,update,22.700
1783500007138492973,select,8.343
1783500007150389997,update,20.909
1783500007275723579,select,7.313
1783500007286172089,update,22.476
1783500007413253455,select,7.097
1783500007423384851,update,23.917
1783500007551448840,select,7.122
1783500007563412868,update,44.564
1783500007712477269,select,7.459
1783500007723866263,update,21.246
1783500007849673228,select,7.223
1783500007860854760,update,21.620
1783500007987290602,select,7.643
1783500007998884491,update,21.742
1783500008125144407,select,7.792
1783500008136451177,update,21.569
1783500008263081606,select,7.309
1783500008273355858,update,22.064
1783500008400221188,select,9.308
1783500008413045139,update,21.110
1783500008539468899,select,8.392
1783500008551326403,update,21.566
1783500008677914803,select,7.602
1783500008688957782,update,21.835
1783500008815291762,select,7.096
1783500008826167848,update,24.174
1783500008956025291,select,8.748
1783500008968449387,update,19.795
1783500009092676849,select,7.589
1783500009103091131,update,22.288
1783500009229853042,select,8.557
1783500009241428894,update,21.405
1783500009367137405,select,7.489
1783500009377898305,update,21.731
1783500009504084347,select,7.801
1783500009516219631,update,20.188
1783500009640746707,select,7.098
1783500009650802409,update,22.099
1783500009777442411,select,8.988
1783500009789596949,update,22.113
1783500009917416816,select,7.783
1783500009928519701,update,21.972
1783500010055097165,select,8.026
1783500010067005198,update,20.676
1783500010192144840,select,8.737
1783500010203925724,update,23.325
1783500010331556253,select,8.470
1783500010343430448,update,20.042
1783500010468203494,select,8.007
1783500010480199148,update,21.459
1783500010606485001,select,7.814
1783500010618018914,update,22.137
1783500010745336635,select,7.042
1783500010755474564,update,21.769
1783500010881580827,select,7.948
1783500010894073665,update,26.161
1783500011025386232,select,8.532
1783500011037020558,update,22.928
1783500011164556129,select,7.294
1783500011175029786,update,22.063
1783500011301369153,select,7.072
1783500011311341358,update,23.697
1783500011439520234,select,7.731
1783500011450856275,update,20.334
1783500011577388132,select,8.260
1783500011588509131,update,23.690
1783500011718295722,select,8.300
1783500011730369904,update,20.197
1783500011855763226,select,8.292
1783500011867866478,update,28.069
1783500012000431847,select,7.911
1783500012012993849,update,21.300
1783500012139285329,select,7.444
1783500012150847971,update,23.398
1783500012279118522,select,8.178
1783500012290194129,update,21.277
1783500012417431703,select,7.296
1783500012428462008,update,23.275
1783500012555973125,select,7.797
1783500012566896859,update,21.521
1783500012692723057,select,8.735
1783500012704440409,update,20.593
1783500012829536776,select,7.186
1783500012839559724,update,39.551
1783500012984193249,select,8.195
1783500012995857820,update,21.594
1783500013121623642,select,7.006
1783500013131591759,update,21.916
1783500013258644497,select,8.467
1783500013270217416,update,19.957
1783500013394535898,select,8.769
1783500013406368807,update,28.995
1783500013540409266,select,7.437
1783500013551894999,update,20.009
1783500013676489962,select,7.070
1783500013686743969,update,24.161
1783500013816093938,select,7.853
1783500013826906655,update,21.524
1783500013953433943,select,8.333
1783500013964803327,update,21.229
1783500014091116758,select,8.313
1783500014102978820,update,21.287
1783500014229416201,select,7.517
1783500014239885072,update,21.866
1783500014366510994,select,7.130
1783500014376746869,update,21.509
1783500014502654109,select,9.635
1783500014515995022,update,20.451
1783500014640903391,select,7.208
1783500014651936511,update,21.530
1783500014779398023,select,8.641
1783500014791281041,update,20.928
1783500014916674090,select,10.018
1783500014929737959,update,19.373
1783500015054095502,select,7.162
1783500015064188093,update,22.221
1783500015190862691,select,8.083
1783500015202050630,update,23.168
1783500015329914602,select,7.401
1783500015340313213,update,23.204
1783500015467963824,select,7.524
1783500015478460458,update,21.951
1783500015604774894,select,7.640
1783500015615422714,update,22.543
1783500015742452999,select,7.550
1783500015753793736,update,21.093
1783500015879234038,select,7.586
1783500015889881382,update,21.252
1783500016015637995,select,8.431
1783500016028077254,update,23.244
1783500016155996697,select,8.683
1783500016168397179,update,20.991
1783500016294114479,select,7.536
1783500016304961101,update,21.322
1783500016431512746,select,7.916
1783500016442374310,update,21.799
1783500016568706060,select,7.968
1783500016579780599,update,22.384
1783500016706512223,select,9.852
1783500016719338369,update,21.689
1783500016845522096,select,9.342
1783500016858481618,update,21.587
1783500016985253379,select,7.205
1783500016995843565,update,22.747
1783500017123563982,select,8.015
1783500017135078050,update,21.342
1783500017262413910,select,8.771
1783500017274313476,update,19.043
1783500017398045884,select,7.025
1783500017408106082,update,25.634
1783500017538405900,select,8.063
1783500017549722823,update,21.655
1783500017677525726,select,6.955
1783500017687593537,update,29.555
1783500017821474455,select,8.857
1783500017833172780,update,20.860
1783500017958643280,select,7.148
1783500017968795422,update,29.518
1783500018102958089,select,8.820
1783500018114688989,update,30.001
1783500018249263159,select,8.142
1783500018260797721,update,24.414
1783500018390780446,select,7.946
1783500018402016586,update,22.123
1783500018529549485,select,6.992
1783500018539722538,update,24.850
1783500018669194952,select,7.294
1783500018680077180,update,23.666
