Linux 4.18.0-553.139.1.el8_10.x86_64 (g-test-poc-1) 	07/08/26 	_x86_64_	(4 CPU)

08:40:06     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:40:07     all    2.52    0.00    2.52    0.00    1.01    0.25    0.00    0.00    0.00   93.70
08:40:08     all    1.76    0.00    1.26    0.00    0.75    0.25    0.25    0.00    0.00   95.73
08:40:09     all    1.49    0.00    1.00    0.50    0.75    0.75    0.00    0.00    0.00   95.52
08:40:10     all    2.02    0.00    1.26    0.00    1.01    0.00    0.00    0.00    0.00   95.72
08:40:11     all    1.52    0.00    1.27    0.25    0.51    0.00    0.51    0.00    0.00   95.95
08:40:12     all    2.48    0.00    1.49    0.25    0.99    0.74    0.25    0.00    0.00   93.81
08:40:13     all    2.53    0.00    1.26    0.00    0.76    0.25    0.25    0.00    0.00   94.95
08:40:14     all    1.76    0.00    1.26    0.25    0.75    0.50    0.00    0.00    0.00   95.48
08:40:15     all    1.76    0.00    1.51    0.25    0.75    0.25    0.00    0.00    0.00   95.48
08:40:16     all    2.26    0.00    1.00    0.00    1.00    0.00    0.50    0.00    0.00   95.24
08:40:17     all    1.76    0.00    1.01    0.00    0.75    0.50    0.25    0.00    0.00   95.73
08:40:18     all    2.00    0.00    1.50    0.25    0.75    0.25    0.25    0.00    0.00   95.01
08:40:19     all    2.03    0.00    0.51    0.25    0.51    0.25    0.00    0.00    0.00   96.46
08:40:20     all    2.00    0.00    1.00    0.25    1.25    0.50    0.75    0.00    0.00   94.26
08:40:21     all    1.52    0.00    1.01    0.25    0.51    0.00    0.00    0.00    0.00   96.71
08:40:22     all    2.00    0.00    1.50    0.00    1.00    0.00    0.25    0.00    0.00   95.26
08:40:23     all    1.75    0.00    1.00    0.00    0.50    1.00    0.00    0.00    0.00   95.74
08:40:24     all    1.79    0.00    1.28    0.00    1.02    0.00    0.00    0.00    0.00   95.92
08:40:25     all    1.77    0.00    1.01    0.00    1.01    0.00    0.76    0.00    0.00   95.45
08:40:26     all    2.23    0.00    1.24    0.00    0.50    0.74    0.25    0.00    0.00   95.04
08:40:27     all    1.75    0.00    1.50    0.25    0.75    0.25    0.50    0.00    0.00   94.99
08:40:28     all    2.49    0.00    1.24    0.25    1.00    0.25    0.50    0.00    0.00   94.28
08:40:29     all    1.99    0.00    1.24    0.50    0.99    0.50    0.50    0.00    0.00   94.29
08:40:30     all    1.77    0.00    1.26    0.25    1.01    0.00    0.51    0.00    0.00   95.20
08:40:31     all    2.27    0.00    0.76    0.00    0.76    0.50    0.25    0.00    0.00   95.47
08:40:32     all    2.02    0.00    1.26    0.25    0.76    0.25    0.25    0.00    0.00   95.20
