83	3007
117	3010
84	3012
34	3009
107	3011
101	3008
106	3010
2	3008
94	3008
37	3008
31	3011
22	3008
9	3007
73	3010
30	3010
46	3009
70	3007
67	3008
127	3008
25	3012
26	3008
113	3010
12	3008
28	3011
23	3009
15	3008
59	3009
96	3009
45	3008
51	3009
109	3012
71	3008
60	3009
98	3010
47	3011
105	3007
111	3008
18	3010
57	3009
36	3007
78	3011
41	3006
62	3008
79	3008
72	3010
48	3012
40	3007
90	3008
7	3008
6	3010
8	3008
82	3007
19	3010
35	3007
39	3008
44	3007
81	3009
116	3009
124	3011
56	3012
110	3006
64	3010
65	3011
68	3009
119	3007
27	3012
42	3008
115	3010
50	3010
38	3008
114	3009
58	3012
43	3011
21	3008
17	3010
75	3007
49	3009
108	3008
103	3008
63	3009
10	3008
122	3011
120	3010
126	3009
53	3009
86	3009
76	3011
14	3009
29	3009
61	3009
118	3010
97	3008
3	3009
74	3009
85	3008
92	3011
32	3010
52	3008
112	3010
66	3009
128	3009
24	3010
102	3008
121	3011
99	3009
80	3008
1	3010
93	3010
54	3007
5	3009
16	3006
91	3009
20	3008
123	3009
11	3008
104	3008
13	3009
4	3011
88	3007
100	3009
33	3010
77	3006
95	3007
69	3009
125	3010
87	3009
55	3010
89	3008
