ts_ns,query_type,latency_ms
1784279627362599167,select,10.616
1784279627388056167,update,39.759
1784279627536987781,select,8.937
1784279627549848181,update,24.322
1784279627679407066,select,7.435
1784279627690381604,update,32.448
1784279627827483330,select,7.279
1784279627837996544,update,24.601
1784279627968062035,select,8.361
1784279627979922846,update,22.821
1784279628108966553,select,7.600
1784279628120659503,update,18.993
1784279628244326666,select,7.571
1784279628255284980,update,25.878
1784279628386758122,select,10.251
1784279628400530915,update,21.611
1784279628527758282,select,9.951
1784279628542048876,update,20.289
1784279628667587314,select,7.931
1784279628679401885,update,24.386
1784279628809595821,select,9.462
1784279628822705160,update,23.375
1784279628951759338,select,8.877
1784279628964088464,update,23.160
1784279629093485121,select,7.706
1784279629104564638,update,22.364
1784279629232630517,select,8.234
1784279629244468827,update,20.580
1784279629370666258,select,7.495
1784279629382568297,update,20.567
1784279629508214001,select,9.287
1784279629521098505,update,20.878
1784279629647065746,select,8.497
1784279629659167038,update,21.219
1784279629786425384,select,8.562
1784279629798675291,update,20.954
1784279629925761568,select,8.250
1784279629937897397,update,21.000
1784279630063938429,select,7.262
1784279630074446194,update,22.494
1784279630202571781,select,8.584
1784279630214802890,update,20.530
1784279630340232819,select,7.143
1784279630350615772,update,21.482
1784279630477033761,select,8.618
1784279630488778108,update,21.796
1784279630615799526,select,7.584
1784279630626518686,update,22.414
1784279630753830592,select,8.373
1784279630766242138,update,20.089
1784279630891629292,select,7.773
1784279630902889368,update,21.568
1784279631030366504,select,7.842
1784279631041883275,update,22.208
1784279631169569859,select,8.933
1784279631182518547,update,20.474
1784279631308440629,select,7.437
1784279631319329236,update,21.605
1784279631446545118,select,9.618
1784279631459449036,update,25.099
1784279631589576645,select,7.792
1784279631600628595,update,22.720
1784279631728342678,select,7.511
1784279631739257487,update,21.453
1784279631866037226,select,9.144
1784279631880778569,update,19.275
1784279632004712329,select,8.043
1784279632017033846,update,23.904
1784279632146464389,select,8.720
1784279632158655498,update,20.736
1784279632284389481,select,8.659
1784279632296768411,update,20.669
1784279632422585460,select,8.152
1784279632433957404,update,22.392
1784279632562259698,select,8.073
