Linux 4.18.0-553.129.1.el8_10.x86_64 (g-test-poc-1) 	06/22/26 	_x86_64_	(4 CPU)

14:58:38     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
14:58:39     all    3.02    0.00    2.52    1.01    0.76    0.76    0.50    0.00    0.00   91.44
14:58:40     all    3.04    0.00    1.77    0.51    0.76    0.25    0.25    0.00    0.00   93.42
14:58:41     all    2.78    0.00    2.27    1.26    0.51    0.00    0.00    0.00    0.00   93.18
14:58:42     all    3.06    0.00    2.04    0.77    0.51    0.00    0.00    0.00    0.00   93.62
14:58:43     all    3.25    0.00    1.75    0.75    0.50    0.75    0.25    0.00    0.00   92.75
14:58:44     all    2.04    0.00    1.53    0.51    0.51    0.00    0.00    0.00    0.00   95.41
14:58:45     all   11.45    0.00    3.05    1.78    1.02    0.00    0.51    0.00    0.00   82.19
14:58:46     all   25.53    0.00    4.21    3.42    1.58    0.53    0.26    0.00    0.00   64.47
14:58:47     all   22.92    0.00    4.17    3.12    1.56    0.52    0.52    0.00    0.00   67.19
14:58:48     all   13.81    0.00    3.58    4.09    1.28    0.26    0.51    0.00    0.00   76.47
14:58:49     all    2.78    0.00    1.77    0.76    0.76    0.00    0.00    0.00    0.00   93.94
14:58:50     all    2.53    0.00    1.77    1.01    0.76    0.51    0.25    0.00    0.00   93.16
14:58:51     all    2.30    0.00    2.30    1.28    0.26    0.51    0.00    0.00    0.00   93.35
14:58:52     all    2.79    0.00    2.28    1.02    0.76    0.00    0.25    0.00    0.00   92.89
14:58:53     all    2.77    0.00    1.76    1.01    0.50    0.25    0.25    0.00    0.00   93.45
14:58:54     all    2.29    0.00    2.04    0.25    0.51    0.25    0.25    0.00    0.00   94.40
14:58:55     all    2.53    0.00    2.53    0.76    0.51    0.25    0.00    0.00    0.00   93.43
14:58:56     all    4.76    0.00    2.01    1.00    0.75    0.50    0.25    0.00    0.00   90.73
14:58:57     all    2.04    0.00    2.04    0.26    0.51    0.00    0.26    0.00    0.00   94.90
14:58:58     all    2.51    0.00    2.01    0.50    0.50    0.25    0.25    0.00    0.00   93.98
14:58:59     all    2.52    0.00    2.27    0.76    0.76    0.50    0.25    0.00    0.00   92.95
14:59:00     all    3.06    0.00    1.53    0.77    0.51    0.00    0.26    0.00    0.00   93.88
14:59:01     all    2.81    0.00    2.30    1.28    0.51    0.26    0.00    0.00    0.00   92.86
14:59:02     all    2.53    0.00    2.03    0.76    0.76    0.51    0.00    0.00    0.00   93.42
14:59:03     all    3.01    0.00    2.76    1.25    0.25    0.25    0.50    0.00    0.00   91.98
14:59:04     all    2.54    0.00    1.78    0.00    0.76    0.25    0.00    0.00    0.00   94.67
14:59:05     all    3.06    0.00    1.79    1.28    0.77    0.26    0.26    0.00    0.00   92.60
14:59:06     all    3.84    0.00    2.05    1.28    0.51    0.26    0.26    0.00    0.00   91.82
14:59:07     all    2.03    0.00    1.77    0.51    0.76    0.25    0.00    0.00    0.00   94.68
14:59:08     all    2.54    0.00    1.53    0.51    0.25    0.25    0.51    0.00    0.00   94.40
14:59:09     all    3.00    0.00    2.50    1.00    0.75    0.50    0.25    0.00    0.00   92.00
14:59:10     all    2.56    0.00    2.05    1.02    0.51    0.00    0.26    0.00    0.00   93.61
14:59:11     all    2.56    0.00    1.79    1.02    0.51    0.00    0.26    0.00    0.00   93.86
14:59:12     all    3.02    0.00    2.02    0.76    0.76    0.76    0.25    0.00    0.00   92.44
14:59:13     all    5.05    0.00    2.78    4.80    0.76    0.51    1.01    0.00    0.00   85.10
14:59:14     all    5.61    0.00    3.06    6.38    1.02    1.02    0.51    0.00    0.00   82.40
14:59:15     all    6.12    0.00    3.32    5.87    1.02    0.77    0.26    0.00    0.00   82.65
14:59:16     all    6.28    0.00    3.77    5.03    1.01    0.75    0.50    0.00    0.00   82.66
14:59:17     all    5.08    0.00    2.79    3.55    0.51    0.51    0.25    0.00    0.00   87.31
14:59:18     all    3.05    0.00    2.28    1.78    0.76    0.00    0.00    0.00    0.00   92.13
14:59:19     all    3.27    0.00    2.26    0.75    0.75    0.75    0.25    0.00    0.00   91.96
14:59:20     all    4.03    0.00    2.02    0.50    0.50    0.25    0.50    0.00    0.00   92.19
14:59:21     all    3.54    0.00    2.27    1.77    0.51    0.00    0.25    0.00    0.00   91.67
14:59:22     all    3.32    0.00    1.79    1.02    0.51    0.51    0.00    0.00    0.00   92.84
14:59:23     all    3.27    0.00    2.01    0.75    0.75    0.00    0.00    0.00    0.00   93.22
14:59:24     all    2.78    0.00    1.26    0.51    0.25    0.25    0.76    0.00    0.00   94.19
14:59:25     all    2.54    0.00    2.29    0.76    0.76    0.25    0.00    0.00    0.00   93.38
14:59:26     all    8.77    0.00    2.51    1.00    1.00    0.50    0.25    0.00    0.00   85.96
14:59:27     all    2.56    0.00    1.79    0.51    0.00    0.00    0.00    0.00    0.00   95.14
14:59:28     all    2.49    0.00    2.24    0.25    1.00    0.50    0.50    0.00    0.00   93.02
14:59:29     all    2.80    0.00    2.29    0.76    0.00    0.00    0.25    0.00    0.00   93.89
14:59:30     all    3.27    0.00    2.01    1.26    1.01    0.25    0.25    0.00    0.00   91.96
14:59:31     all    3.27    0.00    2.27    0.76    0.76    0.50    0.00    0.00    0.00   92.44
14:59:32     all    1.80    0.00    1.80    1.03    0.26    0.00    0.00    0.00    0.00   95.12
14:59:33     all    3.03    0.00    1.77    0.76    0.76    0.51    0.00    0.00    0.00   93.18
14:59:34     all    2.77    0.00    2.02    0.00    0.25    0.25    0.50    0.00    0.00   94.21
14:59:35     all    2.78    0.00    2.02    1.26    0.76    0.00    0.25    0.00    0.00   92.93
14:59:36     all    4.11    0.00    1.80    0.51    1.03    0.00    0.26    0.00    0.00   92.29
14:59:37     all    2.27    0.00    1.76    0.50    0.25    0.76    0.00    0.00    0.00   94.46
14:59:38     all    1.79    0.00    1.53    0.26    0.77    0.26    0.00    0.00    0.00   95.40
14:59:39     all    4.07    0.00    4.07    1.02    0.76    0.00    0.25    0.00    0.00   89.82
14:59:40     all    2.76    0.00    2.51    0.75    0.50    0.50    0.50    0.00    0.00   92.46
14:59:41     all    3.29    0.00    1.77    1.27    0.51    0.25    0.25    0.00    0.00   92.66
14:59:42     all    3.05    0.00    1.52    1.02    0.76    0.25    0.00    0.00    0.00   93.40
14:59:43     all    2.56    0.00    2.05    0.77    0.26    0.00    0.00    0.00    0.00   94.37
14:59:44     all    2.53    0.00    1.52    0.25    1.01    0.51    0.00    0.00    0.00   94.19
14:59:45     all    2.79    0.00    2.03    1.02    0.00    0.51    0.51    0.00    0.00   93.15
14:59:46     all    4.04    0.00    2.27    1.01    1.01    0.00    0.51    0.00    0.00   91.16
14:59:47     all    2.76    0.00    2.01    0.50    0.75    0.25    0.00    0.00    0.00   93.72
14:59:48     all    2.31    0.00    1.79    0.26    0.26    0.26    0.00    0.00    0.00   95.13
14:59:49     all    2.54    0.00    1.52    0.76    1.02    0.25    0.25    0.00    0.00   93.65
14:59:50     all    2.77    0.00    2.02    0.76    0.00    0.25    0.25    0.00    0.00   93.95
14:59:51     all    3.04    0.00    1.77    1.27    1.01    0.51    0.25    0.00    0.00   92.15
14:59:52     all    3.27    0.00    2.01    1.51    0.75    0.00    0.25    0.00    0.00   92.21
14:59:53     all    3.31    0.00    1.53    0.76    0.25    0.25    0.00    0.00    0.00   93.89
14:59:54     all    2.53    0.00    2.02    0.00    1.01    0.51    0.00    0.00    0.00   93.94
14:59:55     all    3.29    0.00    1.52    1.01    0.00    0.00    0.51    0.00    0.00   93.67
14:59:56     all   13.20    0.00    3.05    2.28    1.02    0.51    0.51    0.00    0.00   79.44
14:59:57     all   24.61    0.00    4.45    2.36    2.09    0.26    0.00    0.00    0.00   66.23
14:59:58     all   22.74    0.00    4.91    3.36    1.81    0.26    1.03    0.00    0.00   65.89
14:59:59     all   11.78    0.00    3.66    4.45    1.31    0.26    0.79    0.00    0.00   77.75
15:00:00     all    3.28    0.00    2.02    1.01    0.76    0.00    0.25    0.00    0.00   92.68
15:00:01     all    3.31    0.00    2.54    1.53    0.25    1.02    0.00    0.00    0.00   91.35
15:00:02     all    3.50    0.00    2.50    1.00    1.00    0.00    0.50    0.00    0.00   91.50
15:00:03     all    3.54    0.00    1.77    1.26    0.76    0.25    0.51    0.00    0.00   91.92
15:00:04     all    3.04    0.00    1.52    0.00    0.25    0.25    0.00    0.00    0.00   94.94
15:00:05     all    3.04    0.00    2.28    0.76    0.76    0.51    0.00    0.00    0.00   92.66
15:00:06     all    4.52    0.00    2.76    1.26    0.50    0.25    1.01    0.00    0.00   89.70
15:00:07     all    2.29    0.00    1.78    0.51    0.51    0.25    0.00    0.00    0.00   94.66
15:00:08     all    2.27    0.00    2.27    0.25    1.01    0.25    0.25    0.00    0.00   93.70
15:00:09     all    2.53    0.00    2.03    1.27    0.25    0.25    0.76    0.00    0.00   92.91
15:00:10     all    3.30    0.00    2.03    0.51    0.76    0.00    0.00    0.00    0.00   93.40
15:00:11     all    3.05    0.00    2.04    1.27    0.25    0.51    0.00    0.00    0.00   92.88
15:00:12     all    2.26    0.00    2.01    1.01    0.75    0.50    0.75    0.00    0.00   92.71
15:00:13     all    3.54    0.00    2.02    0.51    1.01    0.25    0.25    0.00    0.00   92.42
15:00:14     all    2.28    0.00    2.53    0.51    0.00    0.00    0.00    0.00    0.00   94.68
15:00:15     all    3.53    0.00    1.76    1.01    1.01    0.25    0.00    0.00    0.00   92.44
15:00:16     all    3.84    0.00    2.05    0.51    0.00    0.26    0.51    0.00    0.00   92.84
15:00:17     all    2.50    0.00    2.00    0.75    1.00    0.25    0.50    0.00    0.00   93.00
15:00:18     all    5.09    0.00    3.31    4.83    1.02    0.51    0.00    0.00    0.00   85.24
15:00:19     all    4.06    0.00    2.28    3.30    0.76    0.76    0.00    0.00    0.00   88.83
15:00:20     all    3.07    0.00    2.05    1.53    0.26    0.51    0.51    0.00    0.00   92.07
15:00:21     all    3.52    0.00    2.26    1.51    0.75    0.25    0.00    0.00    0.00   91.71
15:00:22     all    3.02    0.00    2.27    1.76    0.25    0.25    0.50    0.00    0.00   91.94
15:00:23     all    2.78    0.00    1.77    0.76    1.01    0.25    0.00    0.00    0.00   93.42
15:00:24     all    3.29    0.00    2.03    0.00    0.25    0.25    0.00    0.00    0.00   94.18
15:00:25     all    3.31    0.00    1.27    0.76    0.76    0.51    0.00    0.00    0.00   93.38
15:00:26     all    8.79    0.00    2.51    2.76    0.75    0.50    0.50    0.00    0.00   84.17
15:00:27     all    2.78    0.00    2.03    0.25    0.51    0.00    0.51    0.00    0.00   93.92
15:00:28     all    2.29    0.00    1.78    0.51    0.76    0.00    0.00    0.00    0.00   94.66
15:00:29     all    2.78    0.00    1.77    0.76    0.51    0.51    0.00    0.00    0.00   93.67
15:00:30     all    3.80    0.00    2.03    1.52    0.51    0.51    0.00    0.00    0.00   91.65
15:00:31     all    5.09    0.00    3.31    4.07    0.76    0.76    0.51    0.00    0.00   85.50
15:00:32     all    5.81    0.00    3.28    4.80    0.76    0.51    0.25    0.00    0.00   84.60
15:00:33     all    5.54    0.00    3.78    5.04    1.01    0.76    0.25    0.00    0.00   83.63
15:00:34     all    2.78    0.00    1.27    0.25    0.76    0.25    0.00    0.00    0.00   94.68
15:00:35     all    7.16    0.00    1.79    0.77    0.26    0.00    0.26    0.00    0.00   89.77
15:00:36     all    3.55    0.00    2.54    1.27    1.02    0.76    0.25    0.00    0.00   90.61
15:00:37     all    2.28    0.00    1.78    0.51    0.25    0.00    0.51    0.00    0.00   94.67
15:00:38     all    2.53    0.00    1.52    0.00    0.76    0.25    0.00    0.00    0.00   94.94
15:00:39     all    6.62    0.00    5.09    5.34    1.02    0.76    0.25    0.00    0.00   80.92
15:00:40     all    4.07    0.00    2.04    2.29    0.25    0.25    0.25    0.00    0.00   90.84
15:00:41     all    3.02    0.00    2.26    1.26    1.01    0.50    0.00    0.00    0.00   91.96
15:00:42     all    2.77    0.00    2.02    1.01    0.25    0.25    0.50    0.00    0.00   93.20
15:00:43     all    2.30    0.00    2.04    0.51    0.77    0.26    0.00    0.00    0.00   94.13
15:00:44     all    2.54    0.00    2.03    0.25    0.25    0.25    0.00    0.00    0.00   94.67
15:00:45     all    3.28    0.00    1.77    1.01    0.76    0.00    0.51    0.00    0.00   92.68
15:00:46     all    4.06    0.00    2.28    0.76    1.02    0.25    0.00    0.00    0.00   91.62
