ts_ns,query_type,latency_ms
1784047929280693387,select,452.236
1784047929738837719,update,421.407
1784047930268661717,select,375.522
1784047930649638079,update,398.772
1784047931156648342,select,391.744
1784047931554100248,update,419.133
1784047932081537807,select,395.415
1784047932482444038,update,409.001
1784047932999647994,select,387.183
1784047933392469317,update,418.389
1784047933918845173,select,385.824
1784047934310055473,update,411.556
1784047934829854346,select,380.101
1784047935215412298,update,409.560
1784047935733093374,select,382.226
1784047936120785608,update,400.699
1784047936629418426,select,382.052
1784047937016842167,update,408.923
1784047937533739659,select,395.916
1784047937935245491,update,403.587
1784047938446891918,select,392.203
1784047938844582768,update,399.128
1784047939351701042,select,397.936
1784047939755428731,update,417.251
1784047940280661956,select,400.781
1784047940687149521,update,406.663
1784047941202068354,select,381.020
1784047941588576850,update,406.344
1784047942102847514,select,391.031
1784047942499470122,update,414.261
1784047943021598903,select,388.317
1784047943415434223,update,403.629
1784047943927278278,select,389.314
1784047944322280303,update,401.781
1784047944832103508,select,388.603
1784047945226384347,update,407.371
1784047945741772027,select,401.485
1784047946148722431,update,392.875
1784047946649524360,select,393.739
1784047947048573830,update,407.800
1784047947564265131,select,378.346
1784047947947974583,update,404.698
1784047948460894656,select,393.563
1784047948859910082,update,402.081
1784047949369935819,select,380.872
1784047949756175484,update,410.558
1784047950274583526,select,391.010
1784047950670879822,update,394.865
1784047951173935221,select,395.572
1784047951575496180,update,403.314
1784047952086810235,select,394.952
1784047952487401729,update,399.208
1784047952994688572,select,392.995
1784047953393032804,update,422.944
1784047953924011051,select,413.017
1784047954342782158,update,407.338
1784047954858449532,select,409.539
1784047955273779688,update,410.216
1784047955792098867,select,399.100
1784047956196661796,update,419.372
1784047956723959754,select,392.755
1784047957122198003,update,411.834
1784047957641945446,select,386.817
1784047958034462460,update,428.567
1784047958571068549,select,386.183
1784047958962589598,update,405.951
1784047959476797951,select,388.499
1784047959870771616,update,461.631
1784047960440658000,select,380.611
1784047960826654872,update,413.406
1784047961348197870,select,400.296
1784047961753931047,update,421.703
1784047962283770433,select,378.461
1784047962667560687,update,420.484
1784047963195683226,select,391.587
1784047963592585779,update,408.006
1784047964108801449,select,396.614
1784047964510853106,update,422.723
1784047965041606171,select,388.787
1784047965435906877,update,426.007
1784047965969769118,select,394.322
1784047966369516814,update,412.325
1784047966889890612,select,393.277
1784047967288743723,update,418.532
1784047967816093134,select,394.512
1784047968216069899,update,410.123
1784047968734021048,select,388.259
1784047969128210727,update,431.798
1784047969668443169,select,400.247
1784047970073975896,update,405.305
1784047970587658010,select,392.757
1784047970986048874,update,409.917
1784047971504074703,select,391.722
1784047971901569291,update,409.318
1784047972418983328,select,390.999
1784047972815471250,update,431.879
1784047973355745177,select,385.572
1784047973747172031,update,408.443
1784047974264157570,select,399.971
1784047974669682925,update,406.184
1784047975183918826,select,391.526
1784047975580916986,update,425.539
1784047976115240688,select,401.604
1784047976522207915,update,419.094
1784047977049203402,select,387.215
1784047977441672953,update,418.308
1784047977968073960,select,390.386
1784047978363883435,update,420.274
1784047978892544761,select,390.048
1784047979288306382,update,415.548
1784047979812133900,select,386.668
1784047980204157719,update,426.129
1784047980738422493,select,394.524
1784047981138643190,update,432.230
1784047981679550028,select,384.707
1784047982069876512,update,416.747
1784047982595090087,select,399.139
1784047982999627629,update,413.459
1784047983521164609,select,385.203
1784047983912141113,update,410.114
1784047984430484201,select,394.720
1784047984830954043,update,423.770
1784047985363003314,select,390.529
1784047985759039722,update,406.414
1784047986273595725,select,384.198
1784047986663215698,update,411.918
1784047987182969071,select,392.217
1784047987580805337,update,418.260
1784047988108011999,select,393.508
1784047988507201975,update,407.694
