2026/07/12 19:22:30 maxprocs: Leaving GOMAXPROCS=4: CPU quota undefined
[Current] DELIVERY - Takes(s): 8.9, Count: 59, TPM: 399.6, Sum(ms): 27265.6, Avg(ms): 460.5, 50th(ms): 453.0, 90th(ms): 469.8, 95th(ms): 469.8, 99th(ms): 637.5, 99.9th(ms): 838.9, Max(ms): 838.9
[Current] NEW_ORDER - Takes(s): 9.7, Count: 666, TPM: 4129.8, Sum(ms): 186593.9, Avg(ms): 281.1, 50th(ms): 285.2, 90th(ms): 352.3, 95th(ms): 369.1, 99th(ms): 436.2, 99.9th(ms): 520.1, Max(ms): 604.0
[Current] ORDER_STATUS - Takes(s): 9.8, Count: 65, TPM: 397.7, Sum(ms): 4692.0, Avg(ms): 72.1, 50th(ms): 79.7, 90th(ms): 83.9, 95th(ms): 88.1, 99th(ms): 88.1, 99.9th(ms): 100.7, Max(ms): 100.7
[Current] PAYMENT - Takes(s): 9.8, Count: 634, TPM: 3894.9, Sum(ms): 90952.6, Avg(ms): 143.8, 50th(ms): 151.0, 90th(ms): 159.4, 95th(ms): 167.8, 99th(ms): 226.5, 99.9th(ms): 234.9, Max(ms): 318.8
[Current] STOCK_LEVEL - Takes(s): 9.8, Count: 67, TPM: 408.9, Sum(ms): 3696.8, Avg(ms): 55.2, 50th(ms): 56.6, 90th(ms): 58.7, 95th(ms): 60.8, 99th(ms): 67.1, 99.9th(ms): 71.3, Max(ms): 71.3
[Current] DELIVERY - Takes(s): 9.7, Count: 60, TPM: 369.7, Sum(ms): 27501.9, Avg(ms): 458.2, 50th(ms): 453.0, 90th(ms): 469.8, 95th(ms): 486.5, 99th(ms): 503.3, 99.9th(ms): 838.9, Max(ms): 838.9
[Current] NEW_ORDER - Takes(s): 10.0, Count: 687, TPM: 4130.5, Sum(ms): 185709.7, Avg(ms): 270.7, 50th(ms): 285.2, 90th(ms): 352.3, 95th(ms): 369.1, 99th(ms): 369.1, 99.9th(ms): 469.8, Max(ms): 503.3
[Current] ORDER_STATUS - Takes(s): 9.9, Count: 56, TPM: 340.2, Sum(ms): 4181.0, Avg(ms): 74.9, 50th(ms): 79.7, 90th(ms): 83.9, 95th(ms): 88.1, 99th(ms): 92.3, 99.9th(ms): 100.7, Max(ms): 100.7
[Current] PAYMENT - Takes(s): 10.0, Count: 675, TPM: 4054.8, Sum(ms): 97695.4, Avg(ms): 144.9, 50th(ms): 151.0, 90th(ms): 167.8, 95th(ms): 184.5, 99th(ms): 226.5, 99.9th(ms): 285.2, Max(ms): 302.0
[Current] STOCK_LEVEL - Takes(s): 10.0, Count: 72, TPM: 432.8, Sum(ms): 3931.9, Avg(ms): 54.6, 50th(ms): 54.5, 90th(ms): 58.7, 95th(ms): 58.7, 99th(ms): 60.8, 99.9th(ms): 62.9, Max(ms): 62.9
[Current] DELIVERY - Takes(s): 9.8, Count: 63, TPM: 385.0, Sum(ms): 29012.1, Avg(ms): 459.4, 50th(ms): 453.0, 90th(ms): 469.8, 95th(ms): 486.5, 99th(ms): 503.3, 99.9th(ms): 906.0, Max(ms): 906.0
[Current] NEW_ORDER - Takes(s): 10.0, Count: 659, TPM: 3961.8, Sum(ms): 182079.8, Avg(ms): 276.9, 50th(ms): 285.2, 90th(ms): 352.3, 95th(ms): 369.1, 99th(ms): 402.7, 99.9th(ms): 570.4, Max(ms): 604.0
[Current] ORDER_STATUS - Takes(s): 9.6, Count: 58, TPM: 363.3, Sum(ms): 4196.2, Avg(ms): 72.4, 50th(ms): 79.7, 90th(ms): 83.9, 95th(ms): 88.1, 99th(ms): 92.3, 99.9th(ms): 96.5, Max(ms): 96.5
[Current] PAYMENT - Takes(s): 10.0, Count: 689, TPM: 4148.3, Sum(ms): 99862.1, Avg(ms): 145.2, 50th(ms): 151.0, 90th(ms): 159.4, 95th(ms): 176.2, 99th(ms): 251.7, 99.9th(ms): 302.0, Max(ms): 436.2
[Current] STOCK_LEVEL - Takes(s): 10.0, Count: 66, TPM: 396.1, Sum(ms): 3615.7, Avg(ms): 54.7, 50th(ms): 54.5, 90th(ms): 58.7, 95th(ms): 58.7, 99th(ms): 58.7, 99.9th(ms): 83.9, Max(ms): 83.9
[Current] DELIVERY - Takes(s): 10.0, Count: 70, TPM: 420.6, Sum(ms): 32310.9, Avg(ms): 460.7, 50th(ms): 453.0, 90th(ms): 469.8, 95th(ms): 486.5, 99th(ms): 838.9, 99.9th(ms): 872.4, Max(ms): 872.4
[Current] NEW_ORDER - Takes(s): 10.0, Count: 670, TPM: 4029.9, Sum(ms): 183321.4, Avg(ms): 274.5, 50th(ms): 285.2, 90th(ms): 352.3, 95th(ms): 369.1, 99th(ms): 385.9, 99.9th(ms): 469.8, Max(ms): 570.4
[Current] ORDER_STATUS - Takes(s): 9.3, Count: 59, TPM: 379.9, Sum(ms): 4342.8, Avg(ms): 73.4, 50th(ms): 79.7, 90th(ms): 88.1, 95th(ms): 92.3, 99th(ms): 96.5, 99.9th(ms): 100.7, Max(ms): 100.7
[Current] PAYMENT - Takes(s): 10.0, Count: 673, TPM: 4041.6, Sum(ms): 97095.1, Avg(ms): 144.6, 50th(ms): 151.0, 90th(ms): 159.4, 95th(ms): 167.8, 99th(ms): 251.7, 99.9th(ms): 402.7, Max(ms): 486.5
[Current] STOCK_LEVEL - Takes(s): 10.0, Count: 60, TPM: 360.2, Sum(ms): 3288.2, Avg(ms): 54.8, 50th(ms): 54.5, 90th(ms): 58.7, 95th(ms): 60.8, 99th(ms): 60.8, 99.9th(ms): 60.8, Max(ms): 60.8
[Current] DELIVERY - Takes(s): 9.9, Count: 72, TPM: 434.6, Sum(ms): 34134.4, Avg(ms): 474.1, 50th(ms): 469.8, 90th(ms): 486.5, 95th(ms): 486.5, 99th(ms): 503.3, 99.9th(ms): 906.0, Max(ms): 906.0
[Current] NEW_ORDER - Takes(s): 10.0, Count: 614, TPM: 3687.4, Sum(ms): 173763.4, Avg(ms): 282.6, 50th(ms): 285.2, 90th(ms): 369.1, 95th(ms): 369.1, 99th(ms): 385.9, 99.9th(ms): 453.0, Max(ms): 570.4
[Current] ORDER_STATUS - Takes(s): 9.9, Count: 76, TPM: 462.9, Sum(ms): 5914.7, Avg(ms): 77.8, 50th(ms): 79.7, 90th(ms): 92.3, 95th(ms): 96.5, 99th(ms): 104.9, 99.9th(ms): 104.9, Max(ms): 104.9
[Current] PAYMENT - Takes(s): 10.0, Count: 682, TPM: 4103.4, Sum(ms): 101785.2, Avg(ms): 149.3, 50th(ms): 151.0, 90th(ms): 167.8, 95th(ms): 176.2, 99th(ms): 260.0, 99.9th(ms): 402.7, Max(ms): 436.2
[Current] STOCK_LEVEL - Takes(s): 10.0, Count: 54, TPM: 324.0, Sum(ms): 3041.2, Avg(ms): 56.3, 50th(ms): 56.6, 90th(ms): 60.8, 95th(ms): 60.8, 99th(ms): 67.1, 99.9th(ms): 71.3, Max(ms): 71.3
[Current] DELIVERY - Takes(s): 9.9, Count: 44, TPM: 266.1, Sum(ms): 20558.2, Avg(ms): 467.9, 50th(ms): 469.8, 90th(ms): 503.3, 95th(ms): 503.3, 99th(ms): 520.1, 99.9th(ms): 520.1, Max(ms): 520.1
[Current] NEW_ORDER - Takes(s): 10.0, Count: 712, TPM: 4273.9, Sum(ms): 201476.2, Avg(ms): 282.9, 50th(ms): 285.2, 90th(ms): 369.1, 95th(ms): 369.1, 99th(ms): 402.7, 99.9th(ms): 503.3, Max(ms): 570.4
[Current] ORDER_STATUS - Takes(s): 9.9, Count: 65, TPM: 393.6, Sum(ms): 4928.4, Avg(ms): 75.7, 50th(ms): 79.7, 90th(ms): 92.3, 95th(ms): 100.7, 99th(ms): 100.7, 99.9th(ms): 104.9, Max(ms): 104.9
[Current] PAYMENT - Takes(s): 10.0, Count: 612, TPM: 3674.0, Sum(ms): 90901.6, Avg(ms): 148.6, 50th(ms): 151.0, 90th(ms): 167.8, 95th(ms): 176.2, 99th(ms): 285.2, 99.9th(ms): 436.2, Max(ms): 469.8
[Current] STOCK_LEVEL - Takes(s): 10.0, Count: 54, TPM: 324.5, Sum(ms): 3052.4, Avg(ms): 56.5, 50th(ms): 56.6, 90th(ms): 60.8, 95th(ms): 62.9, 99th(ms): 62.9, 99.9th(ms): 65.0, Max(ms): 65.0
[Current] DELIVERY - Takes(s): 9.7, Count: 55, TPM: 338.8, Sum(ms): 25492.9, Avg(ms): 463.2, 50th(ms): 469.8, 90th(ms): 486.5, 95th(ms): 486.5, 99th(ms): 503.3, 99.9th(ms): 503.3, Max(ms): 503.3
[Current] NEW_ORDER - Takes(s): 10.0, Count: 677, TPM: 4064.1, Sum(ms): 190287.0, Avg(ms): 281.1, 50th(ms): 285.2, 90th(ms): 369.1, 95th(ms): 369.1, 99th(ms): 385.9, 99.9th(ms): 570.4, Max(ms): 570.4
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 64, TPM: 385.4, Sum(ms): 4673.1, Avg(ms): 73.0, 50th(ms): 75.5, 90th(ms): 88.1, 95th(ms): 88.1, 99th(ms): 92.3, 99.9th(ms): 100.7, Max(ms): 100.7
[Current] PAYMENT - Takes(s): 10.0, Count: 642, TPM: 3863.9, Sum(ms): 95286.1, Avg(ms): 148.4, 50th(ms): 151.0, 90th(ms): 167.8, 95th(ms): 192.9, 99th(ms): 285.2, 99.9th(ms): 419.4, Max(ms): 486.5
[Current] STOCK_LEVEL - Takes(s): 9.9, Count: 60, TPM: 365.2, Sum(ms): 3359.7, Avg(ms): 55.9, 50th(ms): 56.6, 90th(ms): 60.8, 95th(ms): 62.9, 99th(ms): 67.1, 99.9th(ms): 71.3, Max(ms): 71.3
[Current] DELIVERY - Takes(s): 10.0, Count: 50, TPM: 301.1, Sum(ms): 23027.1, Avg(ms): 461.0, 50th(ms): 469.8, 90th(ms): 469.8, 95th(ms): 486.5, 99th(ms): 486.5, 99.9th(ms): 486.5, Max(ms): 486.5
[Current] NEW_ORDER - Takes(s): 10.0, Count: 704, TPM: 4225.2, Sum(ms): 196561.2, Avg(ms): 279.3, 50th(ms): 285.2, 90th(ms): 369.1, 95th(ms): 369.1, 99th(ms): 402.7, 99.9th(ms): 469.8, Max(ms): 520.1
[Current] ORDER_STATUS - Takes(s): 9.9, Count: 66, TPM: 398.6, Sum(ms): 4898.1, Avg(ms): 74.3, 50th(ms): 79.7, 90th(ms): 83.9, 95th(ms): 96.5, 99th(ms): 96.5, 99.9th(ms): 100.7, Max(ms): 100.7
[Current] PAYMENT - Takes(s): 10.0, Count: 626, TPM: 3761.0, Sum(ms): 92193.8, Avg(ms): 147.5, 50th(ms): 151.0, 90th(ms): 167.8, 95th(ms): 184.5, 99th(ms): 243.3, 99.9th(ms): 285.2, Max(ms): 302.0
[Current] STOCK_LEVEL - Takes(s): 10.0, Count: 78, TPM: 469.0, Sum(ms): 4324.7, Avg(ms): 55.4, 50th(ms): 56.6, 90th(ms): 60.8, 95th(ms): 60.8, 99th(ms): 62.9, 99.9th(ms): 65.0, Max(ms): 65.0
[Current] DELIVERY - Takes(s): 9.6, Count: 54, TPM: 339.0, Sum(ms): 24921.8, Avg(ms): 461.7, 50th(ms): 453.0, 90th(ms): 486.5, 95th(ms): 503.3, 99th(ms): 704.6, 99.9th(ms): 704.6, Max(ms): 704.6
[Current] NEW_ORDER - Takes(s): 10.0, Count: 684, TPM: 4112.9, Sum(ms): 191148.4, Avg(ms): 279.8, 50th(ms): 285.2, 90th(ms): 352.3, 95th(ms): 369.1, 99th(ms): 570.4, 99.9th(ms): 604.0, Max(ms): 604.0
[Current] ORDER_STATUS - Takes(s): 9.9, Count: 52, TPM: 315.0, Sum(ms): 3779.2, Avg(ms): 72.6, 50th(ms): 79.7, 90th(ms): 88.1, 95th(ms): 88.1, 99th(ms): 88.1, 99.9th(ms): 88.1, Max(ms): 88.1
[Current] PAYMENT - Takes(s): 10.0, Count: 640, TPM: 3842.5, Sum(ms): 94619.0, Avg(ms): 148.1, 50th(ms): 151.0, 90th(ms): 167.8, 95th(ms): 201.3, 99th(ms): 352.3, 99.9th(ms): 402.7, Max(ms): 738.2
[Current] STOCK_LEVEL - Takes(s): 10.0, Count: 63, TPM: 378.2, Sum(ms): 3692.6, Avg(ms): 58.5, 50th(ms): 56.6, 90th(ms): 58.7, 95th(ms): 62.9, 99th(ms): 65.0, 99.9th(ms): 285.2, Max(ms): 285.2
[Current] DELIVERY - Takes(s): 10.0, Count: 68, TPM: 409.0, Sum(ms): 31265.4, Avg(ms): 459.4, 50th(ms): 469.8, 90th(ms): 469.8, 95th(ms): 469.8, 99th(ms): 671.1, 99.9th(ms): 704.6, Max(ms): 704.6
[Current] NEW_ORDER - Takes(s): 10.0, Count: 714, TPM: 4285.5, Sum(ms): 194361.1, Avg(ms): 272.8, 50th(ms): 285.2, 90th(ms): 352.3, 95th(ms): 369.1, 99th(ms): 402.7, 99.9th(ms): 469.8, Max(ms): 570.4
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 59, TPM: 355.3, Sum(ms): 4280.9, Avg(ms): 72.7, 50th(ms): 79.7, 90th(ms): 88.1, 95th(ms): 88.1, 99th(ms): 96.5, 99.9th(ms): 113.2, Max(ms): 113.2
[Current] PAYMENT - Takes(s): 10.0, Count: 601, TPM: 3606.5, Sum(ms): 86528.1, Avg(ms): 144.2, 50th(ms): 151.0, 90th(ms): 159.4, 95th(ms): 176.2, 99th(ms): 234.9, 99.9th(ms): 251.7, Max(ms): 268.4
[Current] STOCK_LEVEL - Takes(s): 10.0, Count: 58, TPM: 348.3, Sum(ms): 3244.8, Avg(ms): 56.1, 50th(ms): 56.6, 90th(ms): 60.8, 95th(ms): 60.8, 99th(ms): 71.3, 99.9th(ms): 71.3, Max(ms): 71.3
[Current] DELIVERY - Takes(s): 10.0, Count: 62, TPM: 373.2, Sum(ms): 28661.7, Avg(ms): 461.9, 50th(ms): 453.0, 90th(ms): 486.5, 95th(ms): 486.5, 99th(ms): 637.5, 99.9th(ms): 872.4, Max(ms): 872.4
[Current] NEW_ORDER - Takes(s): 10.0, Count: 683, TPM: 4104.3, Sum(ms): 188366.5, Avg(ms): 276.0, 50th(ms): 285.2, 90th(ms): 352.3, 95th(ms): 369.1, 99th(ms): 402.7, 99.9th(ms): 469.8, Max(ms): 520.1
[Current] ORDER_STATUS - Takes(s): 9.5, Count: 49, TPM: 310.8, Sum(ms): 3531.4, Avg(ms): 72.2, 50th(ms): 79.7, 90th(ms): 83.9, 95th(ms): 83.9, 99th(ms): 92.3, 99.9th(ms): 92.3, Max(ms): 92.3
[Current] PAYMENT - Takes(s): 10.0, Count: 664, TPM: 3990.2, Sum(ms): 96650.5, Avg(ms): 145.7, 50th(ms): 151.0, 90th(ms): 167.8, 95th(ms): 176.2, 99th(ms): 243.3, 99.9th(ms): 402.7, Max(ms): 419.4
[Current] STOCK_LEVEL - Takes(s): 9.9, Count: 62, TPM: 377.5, Sum(ms): 3404.6, Avg(ms): 54.8, 50th(ms): 54.5, 90th(ms): 58.7, 95th(ms): 60.8, 99th(ms): 65.0, 99.9th(ms): 65.0, Max(ms): 65.0
[Current] DELIVERY - Takes(s): 9.8, Count: 62, TPM: 379.4, Sum(ms): 28143.2, Avg(ms): 453.5, 50th(ms): 453.0, 90th(ms): 469.8, 95th(ms): 469.8, 99th(ms): 486.5, 99.9th(ms): 536.9, Max(ms): 536.9
[Current] NEW_ORDER - Takes(s): 10.0, Count: 694, TPM: 4170.1, Sum(ms): 190301.5, Avg(ms): 274.6, 50th(ms): 285.2, 90th(ms): 352.3, 95th(ms): 369.1, 99th(ms): 402.7, 99.9th(ms): 469.8, Max(ms): 486.5
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 53, TPM: 319.2, Sum(ms): 3944.2, Avg(ms): 74.3, 50th(ms): 79.7, 90th(ms): 88.1, 95th(ms): 88.1, 99th(ms): 92.3, 99.9th(ms): 96.5, Max(ms): 96.5
[Current] PAYMENT - Takes(s): 10.0, Count: 659, TPM: 3966.0, Sum(ms): 93586.6, Avg(ms): 142.1, 50th(ms): 142.6, 90th(ms): 159.4, 95th(ms): 167.8, 99th(ms): 226.5, 99.9th(ms): 251.7, Max(ms): 335.5
[Current] STOCK_LEVEL - Takes(s): 9.7, Count: 62, TPM: 382.1, Sum(ms): 3425.5, Avg(ms): 55.2, 50th(ms): 56.6, 90th(ms): 60.8, 95th(ms): 62.9, 99th(ms): 65.0, 99.9th(ms): 65.0, Max(ms): 65.0
[Current] DELIVERY - Takes(s): 9.9, Count: 66, TPM: 398.3, Sum(ms): 30502.8, Avg(ms): 462.5, 50th(ms): 469.8, 90th(ms): 469.8, 95th(ms): 486.5, 99th(ms): 503.3, 99.9th(ms): 838.9, Max(ms): 838.9
[Current] NEW_ORDER - Takes(s): 10.0, Count: 698, TPM: 4189.0, Sum(ms): 193945.6, Avg(ms): 278.5, 50th(ms): 285.2, 90th(ms): 352.3, 95th(ms): 369.1, 99th(ms): 419.4, 99.9th(ms): 503.3, Max(ms): 604.0
[Current] ORDER_STATUS - Takes(s): 10.0, Count: 60, TPM: 361.5, Sum(ms): 4460.8, Avg(ms): 74.5, 50th(ms): 79.7, 90th(ms): 88.1, 95th(ms): 92.3, 99th(ms): 96.5, 99.9th(ms): 100.7, Max(ms): 100.7
[Current] PAYMENT - Takes(s): 10.0, Count: 615, TPM: 3696.2, Sum(ms): 88714.9, Avg(ms): 144.4, 50th(ms): 151.0, 90th(ms): 167.8, 95th(ms): 176.2, 99th(ms): 243.3, 99.9th(ms): 302.0, Max(ms): 369.1
[Current] STOCK_LEVEL - Takes(s): 9.6, Count: 42, TPM: 262.7, Sum(ms): 2367.5, Avg(ms): 56.3, 50th(ms): 56.6, 90th(ms): 65.0, 95th(ms): 67.1, 99th(ms): 67.1, 99.9th(ms): 67.1, Max(ms): 67.1
[Current] DELIVERY - Takes(s): 9.9, Count: 62, TPM: 376.5, Sum(ms): 28514.4, Avg(ms): 458.7, 50th(ms): 453.0, 90th(ms): 486.5, 95th(ms): 503.3, 99th(ms): 570.4, 99.9th(ms): 838.9, Max(ms): 838.9
[Current] NEW_ORDER - Takes(s): 10.0, Count: 675, TPM: 4052.4, Sum(ms): 187094.4, Avg(ms): 277.9, 50th(ms): 285.2, 90th(ms): 352.3, 95th(ms): 369.1, 99th(ms): 369.1, 99.9th(ms): 486.5, Max(ms): 520.1
