ts_ns,query_type,latency_ms
1784309608505549738,select,432.466
1784309608943874850,update,454.370
1784309609506924093,select,415.649
1784309609928405211,update,424.967
1784309610462305989,select,406.913
1784309610875287587,update,421.086
1784309611404845861,select,404.921
1784309611815405951,update,423.129
1784309612347468778,select,415.070
1784309612768921036,update,415.164
1784309613292932688,select,403.291
1784309613701903236,update,430.949
1784309614241130586,select,400.320
1784309614647028234,update,422.478
1784309615177946583,select,403.669
1784309615587222349,update,418.215
1784309616113848096,select,395.278
1784309616514920628,update,413.035
1784309617036771340,select,399.563
1784309617442354144,update,413.632
1784309617964469443,select,405.726
1784309618375902198,update,426.359
1784309618910697260,select,411.434
1784309619327875404,update,415.805
1784309619852232016,select,402.715
1784309620260772744,update,418.741
1784309620787975268,select,403.009
1784309621196688966,update,430.958
1784309621736090462,select,407.430
1784309622149344791,update,416.069
1784309622674221641,select,403.404
1784309623083540531,update,416.778
1784309623608709772,select,409.055
1784309624023918829,update,412.319
1784309624544583415,select,402.064
1784309624952352198,update,426.337
1784309625487437662,select,405.943
1784309625899865082,update,433.880
1784309626442265444,select,393.443
1784309626841335695,update,416.467
1784309627366656188,select,410.662
1784309627782873594,update,423.289
1784309628314383622,select,401.522
1784309628721447255,update,406.334
1784309629236235425,select,406.173
1784309629648017512,update,427.600
1784309630184285300,select,380.092
1784309630570381583,update,417.159
1784309631096318231,select,385.544
1784309631487533991,update,423.622
1784309632019554842,select,403.210
1784309632428638786,update,420.611
1784309632957693707,select,406.793
1784309633369959057,update,425.377
1784309633903826420,select,414.459
1784309634324005879,update,437.839
1784309634870676160,select,417.246
1784309635294218790,update,449.646
1784309635853646476,select,433.091
1784309636293022894,update,531.568
1784309636933275254,select,416.448
1784309637355871235,update,453.955
1784309637918576365,select,396.190
1784309638320271294,update,457.110
1784309638886587406,select,403.943
1784309639296324994,update,443.444
1784309639848345542,select,433.312
1784309640288120084,update,437.249
1784309640834167636,select,398.995
1784309641239340062,update,465.448
1784309641813512126,select,401.147
1784309642220543741,update,433.353
1784309642762893534,select,411.130
1784309643180185751,update,488.196
1784309643777251333,select,419.629
1784309644202622520,update,520.245
1784309644831684006,select,414.431
1784309645252403260,update,446.056
1784309645807854512,select,394.750
1784309646208498972,update,624.154
1784309646941000295,select,410.713
1784309647357650186,update,426.095
1784309647892644479,select,404.530
1784309648302881558,update,444.478
1784309648855876034,select,424.772
1784309649286735202,update,440.742
1784309649836530795,select,405.361
1784309650248286110,update,431.650
1784309650788889339,select,412.000
1784309651206676369,update,486.895
1784309651802339194,select,413.096
1784309652221534960,update,467.217
1784309652797216743,select,407.399
1784309653210573938,update,465.065
1784309653784347802,select,397.433
1784309654187858084,update,442.571
1784309654738987735,select,396.436
1784309655141508935,update,431.704
1784309655681957462,select,404.238
1784309656092596898,update,486.623
1784309656687805168,select,395.142
1784309657088981093,update,465.953
1784309657664063661,select,397.651
1784309658067923401,update,475.486
1784309658652404431,select,411.788
1784309659070141953,update,517.820
1784309659696642930,select,406.535
1784309660109004082,update,537.434
1784309660755382842,select,412.363
1784309661173616768,update,491.820
1784309661774051790,select,407.661
1784309662187367905,update,457.186
1784309662753408853,select,411.472
1784309663171111655,update,490.278
1784309663769782929,select,401.695
1784309664177475093,update,533.997
1784309664820274498,select,401.381
1784309665227720904,update,463.840
1784309665799954261,select,410.027
1784309666216023058,update,439.111
1784309666763721144,select,407.169
1784309667176756652,update,461.511
1784309667747008696,select,403.618
1784309668156328363,update,446.073
