Linux 4.18.0-553.124.1.el8_10.x86_64 (l-test-poc-1) 	西元2026年06月08日 	_x86_64_	(4 CPU)

18時56分08秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
18時56分09秒        lo     13.00     13.00      1.78      1.78      0.00      0.00      0.00      0.00
18時56分09秒     ens33  24530.00  22330.00   7625.94   7430.68      0.00      0.00      0.00      0.62
18時56分09秒      cni0  13222.00  13743.00   5209.50   5484.23      0.00      0.00      0.00      0.00
18時56分09秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時56分09秒 veth854270a4     28.00     32.00      7.18      7.17      0.00      0.00      0.00      0.00
18時56分09秒 veth0c9b2fa5     28.00     28.00      4.96      3.31      0.00      0.00      0.00      0.00
18時56分09秒 vethba68c3a0   7234.00   7604.00    824.40    859.43      0.00      0.00      0.00      0.07
18時56分09秒 veth0a72e473   7093.00   7333.00   4230.94   4901.68      0.00      0.00      0.00      0.40
18時56分09秒 veth575532b7   6561.00   6468.00   2195.25   1585.08      0.00      0.00      0.00      0.18

18時56分09秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
18時56分10秒        lo     15.00     15.00      5.19      5.19      0.00      0.00      0.00      0.00
18時56分10秒     ens33  24283.00  22015.00   7870.74   7252.67      0.00      0.00      0.00      0.64
18時56分10秒      cni0  13141.00  13516.00   5084.89   5762.84      0.00      0.00      0.00      0.00
18時56分10秒 vethbdca3de6      1.00      1.00      0.04      0.04      0.00      0.00      0.00      0.00
18時56分10秒 veth854270a4      3.00      3.00      0.33      0.31      0.00      0.00      0.00      0.00
18時56分10秒 veth0c9b2fa5      2.00      2.00      0.46      0.28      0.00      0.00      0.00      0.00
18時56分10秒 vethba68c3a0   6873.00   7297.00    763.02    780.96      0.00      0.00      0.00      0.06
18時56分10秒 veth0a72e473   7575.00   7601.00   4039.93   5161.93      0.00      0.00      0.00      0.42
18時56分10秒 veth575532b7   7174.00   7100.00   2376.98   1735.69      0.00      0.00      0.00      0.19

18時56分10秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
18時56分11秒        lo     20.00     20.00      7.42      7.42      0.00      0.00      0.00      0.00
18時56分11秒     ens33  23518.00  20935.00   7588.22   7169.74      0.00      0.00      0.00      0.62
18時56分11秒      cni0  12506.00  13240.00   5150.45   5621.04      0.00      0.00      0.00      0.00
18時56分11秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時56分11秒 veth854270a4     11.00     12.00      3.34      1.31      0.00      0.00      0.00      0.00
18時56分11秒 veth0c9b2fa5     13.00     13.00      2.24      1.50      0.00      0.00      0.00      0.00
18時56分11秒 vethba68c3a0   6900.00   7261.00    763.59    769.40      0.00      0.00      0.00      0.06
18時56分11秒 veth0a72e473   6932.00   7402.00   4069.02   5056.88      0.00      0.00      0.00      0.41
18時56分11秒 veth575532b7   7488.00   7389.00   2463.39   1771.94      0.00      0.00      0.00      0.20

18時56分11秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
18時56分12秒        lo      4.00      4.00      0.44      0.44      0.00      0.00      0.00      0.00
18時56分12秒     ens33  24563.00  22128.00   7572.06   7354.67      0.00      0.00      0.00      0.62
18時56分12秒      cni0  13148.00  13877.00   5167.42   5459.28      0.00      0.00      0.00      0.00
18時56分12秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時56分12秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
18時56分12秒 veth0c9b2fa5     14.00     14.00      3.10      1.87      0.00      0.00      0.00      0.00
18時56分12秒 vethba68c3a0   7325.00   7809.00    798.57    817.26      0.00      0.00      0.00      0.07
18時56分12秒 veth0a72e473   7168.00   7493.00   4175.49   4930.33      0.00      0.00      0.00      0.40
