Linux 4.18.0-553.124.1.el8_10.x86_64 (l-test-poc-1) 	西元2026年06月08日 	_x86_64_	(4 CPU)

19時10分11秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時10分12秒        lo     10.00     10.00      1.00      1.00      0.00      0.00      0.00      0.00
19時10分12秒     ens33  28574.00  24387.00   9748.94  10396.64      0.00      0.00      0.00      0.85
19時10分12秒      cni0  15904.00  17557.00   8260.16   7670.49      0.00      0.00      0.00      0.00
19時10分12秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時10分12秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時10分12秒 veth0c9b2fa5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時10分12秒 vethba68c3a0   5341.00   5675.00    623.64    633.99      0.00      0.00      0.00      0.05
19時10分12秒 veth0a72e473   5357.00   6938.00   5491.43   6096.76      0.00      0.00      0.00      0.50
19時10分12秒 veth575532b7  11061.00  10799.00   4601.85   3179.07      0.00      0.00      0.00      0.38

19時10分12秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時10分13秒        lo     28.00     28.00      4.27      4.27      0.00      0.00      0.00      0.00
19時10分13秒     ens33  27252.00  23142.00   9700.00  10070.84      0.00      0.00      0.00      0.83
19時10分13秒      cni0  15601.00  16866.00   8215.43   7875.77      0.00      0.00      0.00      0.00
19時10分13秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時10分13秒 veth854270a4     11.00     14.00      3.37      1.48      0.00      0.00      0.00      0.00
19時10分13秒 veth0c9b2fa5     35.00     35.00      7.18      4.51      0.00      0.00      0.00      0.00
19時10分13秒 vethba68c3a0   4508.00   4783.00    529.33    533.46      0.00      0.00      0.00      0.04
19時10分13秒 veth0a72e473   5646.00   6834.00   5350.43   6292.34      0.00      0.00      0.00      0.52
19時10分13秒 veth575532b7  11450.00  11249.00   4818.84   3324.42      0.00      0.00      0.00      0.39

19時10分13秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時10分14秒        lo     26.00     26.00      4.22      4.22      0.00      0.00      0.00      0.00
19時10分14秒     ens33  29482.00  24910.00  10246.34  10753.12      0.00      0.00      0.00      0.88
19時10分14秒      cni0  16549.00  18237.00   8637.79   8176.23      0.00      0.00      0.00      0.00
19時10分14秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時10分14秒 veth854270a4     13.00     14.00      2.79      1.30      0.00      0.00      0.00      0.00
19時10分14秒 veth0c9b2fa5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時10分14秒 vethba68c3a0   4632.00   4886.00    556.02    555.69      0.00      0.00      0.00      0.05
19時10分14秒 veth0a72e473   5614.00   7234.00   5485.29   6503.81      0.00      0.00      0.00      0.53
19時10分14秒 veth575532b7  12867.00  12681.00   5379.56   3675.11      0.00      0.00      0.00      0.44

19時10分14秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時10分15秒        lo     25.00     25.00      5.21      5.21      0.00      0.00      0.00      0.00
19時10分15秒     ens33  26795.00  22473.00   9742.48  10290.29      0.00      0.00      0.00      0.84
19時10分15秒      cni0  14996.00  16441.00   8393.49   7868.71      0.00      0.00      0.00      0.00
19時10分15秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時10分15秒 veth854270a4     10.00     13.00      3.27      1.38      0.00      0.00      0.00      0.00
19時10分15秒 veth0c9b2fa5     11.00     11.00      1.81      1.25      0.00      0.00      0.00      0.00
19時10分15秒 vethba68c3a0   4578.00   4790.00    553.75    544.34      0.00      0.00      0.00      0.05
19時10分15秒 veth0a72e473   5228.00   6749.00   5604.92   6414.05      0.00      0.00      0.00      0.53
19時10分15秒 veth575532b7  11834.00  11544.00   4989.26   3462.57      0.00      0.00      0.00      0.41

19時10分15秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時10分16秒        lo     18.00     18.00      6.90      6.90      0.00      0.00      0.00      0.00
19時10分16秒     ens33  29854.00  25579.00  10274.13  10675.71      0.00      0.00      0.00      0.87
19時10分16秒      cni0  17207.00  18706.00   8552.56   8209.26      0.00      0.00      0.00      0.00
19時10分16秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時10分16秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時10分16秒 veth0c9b2fa5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時10分16秒 vethba68c3a0   4954.00   5233.00    590.76    588.92      0.00      0.00      0.00      0.05
19時10分16秒 veth0a72e473   5823.00   7299.00   5277.81   6367.63      0.00      0.00      0.00      0.52
19時10分16秒 veth575532b7  13197.00  12939.00   5399.07   3732.09      0.00      0.00      0.00      0.44

19時10分16秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時10分17秒        lo     10.89     10.89      1.75      1.75      0.00      0.00      0.00      0.00
19時10分17秒     ens33  27945.54  23722.77   9714.52  10420.68      0.00      0.00      0.00      0.85
19時10分17秒      cni0  15837.62  17385.15   8435.40   7778.73      0.00      0.00      0.00      0.00
19時10分17秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時10分17秒 veth854270a4      9.90     12.87      3.24      1.37      0.00      0.00      0.00      0.00
19時10分17秒 veth0c9b2fa5     34.65     34.65      7.11      4.46      0.00      0.00      0.00      0.00
19時10分17秒 vethba68c3a0   4669.31   4995.05    553.32    563.15      0.00      0.00      0.00      0.05
19時10分17秒 veth0a72e473   5250.50   6700.99   5292.04   5966.07      0.00      0.00      0.00      0.49
19時10分17秒 veth575532b7  12282.18  12051.49   5145.65   3593.30      0.00      0.00      0.00      0.42

19時10分17秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時10分18秒        lo     20.00     20.00      2.59      2.59      0.00      0.00      0.00      0.00
19時10分18秒     ens33  21366.00  18856.00   7168.65   9625.25      0.00      0.00      0.00      0.79
19時10分18秒      cni0  12389.00  13038.00   8027.71   5624.87      0.00      0.00      0.00      0.00
19時10分18秒 vethbdca3de6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時10分18秒 veth854270a4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時10分18秒 veth0c9b2fa5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
19時10分18秒 vethba68c3a0   3315.00   3494.00    396.93    396.62      0.00      0.00      0.00      0.03
19時10分18秒 veth0a72e473   5110.00   5804.00   6171.71   4784.72      0.00      0.00      0.00      0.51
19時10分18秒 veth575532b7   8769.00   8544.00   3707.39   2522.30      0.00      0.00      0.00      0.30

19時10分18秒     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s   %ifutil
19時10分19秒        lo      2.00      2.00      0.57      0.57      0.00      0.00      0.00      0.00
19時10分19秒     ens33  28451.00  24152.00  10718.54  10570.84      0.00      0.00      0.00      0.88
19時10分19秒      cni0  16320.00  17329.00   8555.34   8713.09      0.00      0.00      0.00      0.00
19時10分19秒 vethbdca3de6      1.00      1.00      0.06      0.18      0.00      0.00      0.00      0.00
19時10分19秒 veth854270a4     22.00     24.00      6.67      2.63      0.00      0.00      0.00      0.00
