ts_ns,query_type,latency_ms
1784289378907711008,select,187.287
1784289379100627730,update,770.282
1784289379979531506,select,79.368
1784289380064433937,update,615.034
1784289380788008831,select,76.712
1784289380870152272,update,553.650
1784289381532411073,select,78.067
1784289381616365054,update,551.452
1784289382275823689,select,77.441
1784289382358920971,update,549.389
1784289383017069889,select,80.010
1784289383103224070,update,549.732
1784289383761253734,select,77.402
1784289383844467890,update,549.154
1784289384502197887,select,77.688
1784289384585521793,update,546.296
1784289385240198051,select,77.161
1784289385323304016,update,552.311
1784289385984117700,select,80.483
1784289386070153814,update,553.181
1784289386731822826,select,81.488
1784289386819887037,update,560.730
1784289387489200182,select,79.590
1784289387574622334,update,556.944
1784289388240306317,select,77.827
1784289388324025340,update,547.798
1784289388980716353,select,78.974
1784289389065785940,update,567.703
1784289389742238217,select,77.413
1784289389825369104,update,561.531
1784289390495280124,select,77.344
1784289390578290277,update,549.860
1784289391236930202,select,76.448
1784289391319382587,update,554.175
1784289391982199072,select,81.189
1784289392069523998,update,552.435
1784289392730802329,select,78.368
1784289392815171036,update,552.846
1784289393476603577,select,77.237
1784289393559668094,update,552.054
1784289394220852314,select,76.019
1784289394302931455,update,546.560
1784289394957659198,select,79.052
1784289395042629394,update,551.238
1784289395702439436,select,79.128
1784289395787406081,update,554.870
1784289396450676236,select,77.693
1784289396533991216,update,559.025
1784289397201215318,select,77.089
1784289397283912568,update,554.422
1784289397946758378,select,80.553
1784289398033391051,update,554.217
1784289398695924144,select,78.885
1784289398780515376,update,552.891
1784289399442339720,select,78.937
1784289399527448007,update,559.081
1784289400194763373,select,77.916
1784289400278467838,update,556.542
1784289400943478906,select,78.791
1784289401027933714,update,559.193
1784289401695766003,select,78.379
1784289401780172904,update,556.396
1784289402444649515,select,77.719
1784289402527889837,update,762.961
1784289403399267912,select,78.941
1784289403483721697,update,552.823
1784289404145563417,select,77.862
1784289404229170102,update,554.458
1784289404892116789,select,77.305
1784289404974985639,update,553.536
1784289405637229437,select,77.916
1784289405720794032,update,553.002
1784289406382173264,select,77.925
1784289406466007101,update,553.827
1784289407129212560,select,77.921
1784289407213467142,update,549.886
1784289407872314648,select,76.542
1784289407954572362,update,578.815
1784289408641740431,select,75.872
1784289408723513716,update,551.169
1784289409383195132,select,78.582
1784289409467344610,update,554.742
1784289410131402959,select,80.123
1784289410217770566,update,552.928
1784289410878974600,select,78.936
1784289410963695737,update,552.486
1784289411624833351,select,76.173
1784289411706712770,update,551.780
1784289412366684983,select,76.480
1784289412448959254,update,545.207
1784289413102282343,select,76.127
1784289413184130921,update,548.367
1784289413840813544,select,77.005
1784289413923438843,update,554.518
1784289414586360983,select,77.417
1784289414669452702,update,549.546
1784289415327700103,select,75.753
1784289415409231349,update,548.717
1784289416066381410,select,76.748
1784289416148695424,update,551.083
1784289416808254571,select,77.002
1784289416891248982,update,553.166
1784289417552814713,select,75.202
1784289417633597047,update,551.520
1784289418293482407,select,77.267
1784289418376545661,update,540.992
1784289419025948929,select,78.921
1784289419110982605,update,550.194
1784289419769479413,select,77.448
1784289419852783637,update,554.074
1784289420515025785,select,78.477
1784289420598970956,update,549.647
1784289421256617216,select,77.618
1784289421339582055,update,555.690
1784289422003477686,select,80.192
1784289422089474003,update,560.890
1784289422759128425,select,77.882
1784289422843211636,update,553.478
1784289423505284322,select,78.221
1784289423589158746,update,553.121
1784289424251151508,select,78.191
1784289424335402137,update,553.973
1784289424998121190,select,77.660
1784289425081647198,update,546.716
1784289425736936642,select,76.775
1784289425819422516,update,563.256
1784289426491192053,select,79.038
1784289426576234247,update,557.076
1784289427242162106,select,77.262
1784289427325010383,update,552.590
1784289427985927431,select,80.850
1784289428072259841,update,550.741
1784289428732315205,select,80.112
1784289428818301873,update,562.647
1784289429489785315,select,77.733
1784289429573321802,update,562.032
1784289430244169452,select,78.721
1784289430328747800,update,556.397
1784289430993587659,select,77.466
1784289431076889505,update,556.838
1784289431742705750,select,77.203
1784289431825680024,update,582.084
1784289432515940463,select,76.223
1784289432598171674,update,547.144
1784289433253805401,select,78.611
1784289433337935582,update,549.142
1784289433995405755,select,80.934
1784289434082281118,update,558.466
1784289434748829477,select,77.272
1784289434831557972,update,764.063
1784289435703880386,select,79.906
1784289435789826583,update,558.067
1784289436456454795,select,79.570
1784289436542155028,update,558.460
1784289437208652804,select,79.386
1784289437293701178,update,556.115
1784289437957899259,select,80.558
1784289438044522734,update,573.821
